Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,566121,420034,25717,120370,94057,19738598,1091,0
Plain Text,219878,182370,0,37508,0,5928899,9,0
XML,103016,82776,1912,18328,0,4915284,370,0
C Header,68069,40770,16108,11191,968,2463360,769,0
Python,26211,24582,541,1088,690,1570493,29,0
Meson,11171,9855,206,1110,534,368102,56,0
Autoconf,9369,6332,1226,1811,252,331025,107,0
Markdown,8941,7290,0,1651,0,484925,42,0
Shell,7229,5093,750,1386,386,217665,161,0
Systemd,6520,5919,0,601,0,185429,447,0
HTML,3174,3068,3,103,0,241043,7,0
Perl,2852,2699,49,104,106,120436,2,0
BASH,2490,1922,291,277,383,75746,6,0
Snakemake,1314,688,300,326,2,64611,47,0
m4,986,774,146,66,0,85209,13,0
Patch,502,402,0,100,0,10277,1,0
Extensible Stylesheet Language Transformations,367,329,0,38,0,13610,2,0
CSS,347,325,7,15,0,4993,1,0
YAML,199,163,21,15,0,6248,7,0
JSON,151,138,0,13,0,3768,2,0
Bazel,115,70,29,16,24,4734,1,0
AWK,93,93,0,0,5,2021,9,0
CodeQL,54,39,13,2,9,1967,1,0
Emacs Lisp,42,30,9,3,0,1793,2,0
Dockerfile,37,16,12,9,0,1039,1,0
Docker ignore,30,30,0,0,0,271,1,0
Makefile,27,14,7,6,0,1036,3,0
License,27,27,0,0,0,1562,1,0
Vim Script,25,11,11,3,0,925,2,0
SVG,16,16,0,0,0,4337,2,0
sed,1,1,0,0,0,27,1,0
