Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,427906,316200,19842,91864,70040,14336958,794,0
Plain Text,178234,147457,0,30777,0,4722789,5,0
XML,68492,56725,943,10824,0,3125157,286,0
C Header,35059,23769,4095,7195,639,1226120,490,0
Python,20718,20048,264,406,366,1330496,22,0
Meson,8990,7904,185,901,401,305240,49,0
Autoconf,8498,5700,1155,1643,189,299900,118,0
Systemd,4429,4039,0,390,0,121896,276,0
Shell,3787,2615,427,745,221,105524,73,0
HTML,3079,2989,3,87,0,235930,3,0
Markdown,1882,1532,0,350,0,99304,12,0
BASH,1826,1430,216,180,318,55177,5,0
Perl,1727,1654,29,44,70,73994,2,0
m4,909,697,146,66,0,66857,13,0
Snakemake,541,281,124,136,2,26408,22,0
Patch,493,395,0,98,0,10035,1,0
Extensible Stylesheet Language Transformations,346,308,0,38,0,12884,2,0
Bazel,92,52,28,12,21,3753,1,0
AWK,90,90,0,0,5,1915,9,0
YAML,87,63,13,11,0,3994,2,0
Makefile,44,34,0,10,0,1435,10,0
Emacs Lisp,41,29,9,3,0,1693,2,0
Dockerfile,37,16,12,9,0,1039,1,0
Docker ignore,30,30,0,0,0,271,1,0
Vim Script,24,10,11,3,0,878,2,0
sed,1,1,0,0,0,27,1,0
