Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,460784,340628,21401,98755,75243,15689912,882,0
Plain Text,191211,158353,0,32858,0,5099179,8,0
XML,72175,60357,466,11352,0,3374635,300,0
C Header,47647,30520,8498,8629,729,1664664,578,0
Python,23024,21862,292,870,426,1434093,24,0
Meson,9630,8471,176,983,427,322416,50,0
Autoconf,8653,5829,1147,1677,209,305881,117,0
Shell,5295,3694,576,1025,289,150324,102,0
Systemd,4859,4434,0,425,0,135440,309,0
Markdown,3691,2974,0,717,0,189715,23,0
HTML,3097,3007,3,87,0,237448,3,0
BASH,2047,1572,250,225,363,62982,6,0
Perl,1810,1757,28,25,7,76661,2,0
Snakemake,1264,668,279,317,2,62435,45,0
m4,930,717,147,66,0,69288,13,0
Patch,502,402,0,100,0,10277,1,0
Extensible Stylesheet Language Transformations,346,308,0,38,0,12884,2,0
YAML,155,135,11,9,0,6233,3,0
JSON,141,128,0,13,0,2873,1,0
Bazel,101,58,29,14,21,4358,1,0
AWK,90,90,0,0,5,1911,9,0
CodeQL,54,39,13,2,9,1967,1,0
Emacs Lisp,42,30,9,3,0,1793,2,0
Dockerfile,37,16,12,9,0,1039,1,0
Makefile,33,23,0,10,0,891,4,0
Docker ignore,30,30,0,0,0,271,1,0
Vim Script,25,11,11,3,0,925,2,0
sed,1,1,0,0,0,27,1,0
