Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,588017,436511,27179,124327,97790,20646625,1134,0
Plain Text,236041,197460,0,38581,0,6257587,27,0
XML,106956,86016,1944,18996,0,5141297,374,0
C Header,73067,43807,17450,11810,1089,2637980,804,0
Python,26704,24946,588,1170,752,1588845,31,0
Meson,11092,9673,239,1180,563,370179,64,0
Autoconf,9542,6424,1285,1833,285,337998,108,0
Markdown,9233,7520,0,1713,0,497669,43,0
Shell,7563,5292,798,1473,416,226153,167,0
Systemd,6685,6071,0,614,0,191067,457,0
HTML,3187,3080,4,103,0,242154,7,0
Perl,2852,2699,49,104,106,120436,2,0
BASH,2713,2089,326,298,423,85682,5,0
Snakemake,1323,696,297,330,4,64851,48,0
m4,994,782,146,66,0,86365,13,0
Patch,502,402,0,100,0,10281,1,0
Extensible Stylesheet Language Transformations,367,329,0,38,0,13610,2,0
CSS,352,328,8,16,0,5078,1,0
YAML,336,274,36,26,0,9178,12,0
JSON,151,138,0,13,0,3768,2,0
Bazel,132,85,30,17,23,5136,1,0
AWK,110,93,9,8,5,2434,9,0
CodeQL,54,39,13,2,9,1967,1,0
Emacs Lisp,42,30,9,3,0,1793,2,0
License,27,27,0,0,0,1562,1,0
Makefile,25,12,8,5,0,871,3,0
Vim Script,21,8,10,3,0,811,1,0
SVG,16,16,0,0,0,4337,2,0
sed,2,1,1,0,0,72,1,0
