Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,479472,354339,22263,102870,78715,16387019,917,0
Plain Text,197623,163723,0,33900,0,5288713,8,0
XML,74635,62420,466,11749,0,3511045,306,0
C Header,49578,31926,8680,8972,766,1737914,612,0
Python,24045,22777,314,954,537,1476349,24,0
Meson,9884,8689,186,1009,443,330728,51,0
Autoconf,8977,5963,1296,1718,210,317946,122,0
Shell,6254,4384,651,1219,280,182567,113,0
Systemd,4902,4469,0,433,0,136193,312,0
Markdown,4269,3451,0,818,0,221627,26,0
HTML,3102,3012,3,87,0,237870,3,0
BASH,2146,1635,275,236,358,67465,6,0
Perl,1815,1762,28,25,7,76742,2,0
Snakemake,1273,673,280,320,2,62677,46,0
m4,938,725,147,66,0,70340,13,0
Patch,502,402,0,100,0,10277,1,0
Extensible Stylesheet Language Transformations,346,308,0,38,0,12884,2,0
YAML,220,194,10,16,0,7993,6,0
JSON,141,128,0,13,0,2873,1,0
Bazel,101,58,29,14,21,4358,1,0
AWK,90,90,0,0,5,1911,9,0
CodeQL,54,39,13,2,9,1967,1,0
Emacs Lisp,42,30,9,3,0,1793,2,0
Dockerfile,37,16,12,9,0,1039,1,0
Docker ignore,30,30,0,0,0,271,1,0
Vim Script,25,11,11,3,0,925,2,0
Makefile,24,17,0,7,0,618,3,0
sed,1,1,0,0,0,27,1,0
