Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,31093,22104,5045,3944,5089,812598,265,0
C Header,12056,6682,3681,1693,176,393373,230,0
Assembly,2914,2252,383,279,42,60011,67,0
Perl,2859,2440,210,209,172,74141,10,0
Plain Text,2208,1602,0,606,0,85291,5,0
HTML,1346,1028,10,308,0,108183,3,0
Snakemake,1068,631,246,191,0,38998,11,0
Makefile,1030,703,137,190,17,30142,9,0
Autoconf,793,647,72,74,74,23189,4,0
Shell,759,475,190,94,111,21398,12,0
License,753,636,0,117,0,39761,3,0
m4,276,254,4,18,0,8056,1,0
Module-Definition,249,184,53,12,5,8226,2,0
BASH,105,72,3,30,0,1635,3,0
D,50,12,35,3,1,2081,1,0
