Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,565016,419310,25590,120116,93828,19687942,1089,0
Plain Text,217877,180701,0,37176,0,5868456,9,0
XML,102653,82485,1910,18258,0,4891664,369,0
C Header,65290,40193,13998,11099,968,2351281,768,0
Python,25847,24271,523,1053,664,1548190,28,0
Meson,11108,9792,206,1110,510,365553,56,0
Autoconf,9364,6332,1222,1810,252,330128,107,0
Markdown,8662,7058,0,1604,0,468993,41,0
Shell,7216,5084,747,1385,382,217059,160,0
Systemd,6463,5870,0,593,0,182018,444,0
HTML,3173,3067,3,103,0,240948,7,0
BASH,2491,1922,291,278,381,75765,6,0
Perl,1892,1839,28,25,7,79593,2,0
Snakemake,1314,688,300,326,2,64595,47,0
m4,985,773,146,66,0,85003,13,0
Patch,502,402,0,100,0,10277,1,0
Extensible Stylesheet Language Transformations,367,329,0,38,0,13594,2,0
CSS,347,325,7,15,0,4993,1,0
YAML,199,163,21,15,0,6248,7,0
JSON,151,138,0,13,0,3768,2,0
Bazel,115,70,29,16,24,4734,1,0
AWK,93,93,0,0,5,2021,9,0
CodeQL,54,39,13,2,9,1967,1,0
Emacs Lisp,42,30,9,3,0,1793,2,0
Dockerfile,37,16,12,9,0,1039,1,0
Docker ignore,30,30,0,0,0,271,1,0
Makefile,27,14,7,6,0,1036,3,0
License,27,27,0,0,0,1562,1,0
Vim Script,25,11,11,3,0,925,2,0
SVG,16,16,0,0,0,4337,2,0
sed,1,1,0,0,0,27,1,0
