Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,593001,440155,27475,125371,98703,20852414,1141,0
Plain Text,236635,198054,0,38581,0,6265248,28,0
XML,107536,86473,1966,19097,0,5176160,374,0
C Header,73826,44411,17514,11901,1165,2668201,808,0
Python,26956,25146,590,1220,769,1599593,32,0
Meson,11230,9788,249,1193,581,375036,65,0
Autoconf,9557,6436,1285,1836,285,338866,108,0
Markdown,9543,7782,0,1761,0,513343,45,0
Shell,8212,5640,916,1656,476,243836,172,0
Systemd,7878,7260,0,618,0,210590,469,0
HTML,3187,3080,4,103,0,242154,7,0
Perl,2852,2699,49,104,106,120436,2,0
BASH,2824,2137,338,349,409,88632,5,0
Snakemake,1337,700,303,334,4,65379,49,0
m4,1002,789,146,67,0,87281,13,0
Patch,502,402,0,100,0,10281,1,0
Extensible Stylesheet Language Transformations,367,329,0,38,0,13610,2,0
CSS,352,328,8,16,0,5078,1,0
YAML,338,275,37,26,0,9291,12,0
JSON,151,138,0,13,0,3768,2,0
Bazel,144,90,36,18,24,5739,1,0
AWK,110,93,9,8,5,2434,9,0
CodeQL,54,39,13,2,9,1967,1,0
Emacs Lisp,42,30,9,3,0,1793,2,0
License,27,27,0,0,0,1562,1,0
Vim Script,21,8,10,3,0,811,1,0
SVG,16,16,0,0,0,4337,2,0
Makefile,11,7,1,3,0,229,2,0
sed,2,1,1,0,0,72,1,0
