Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,549037,407435,24726,116876,90989,19054999,1032,0
Plain Text,212752,176325,0,36427,0,5728704,8,0
XML,100078,80403,1864,17811,0,4740859,363,0
C Header,62576,38269,13642,10665,838,2251092,717,0
Python,25589,24064,516,1009,638,1537677,27,0
Meson,10793,9511,201,1081,498,353864,55,0
Autoconf,9074,6122,1187,1765,227,324856,105,0
Markdown,8439,6866,0,1573,0,456126,41,0
Shell,6989,4904,740,1345,353,209328,153,0
Systemd,6319,5741,0,578,0,177364,431,0
HTML,3165,3059,3,103,0,240300,7,0
BASH,2496,1925,293,278,379,76033,6,0
Perl,1892,1839,28,25,7,79591,2,0
Snakemake,1314,688,300,326,2,64592,47,0
m4,966,754,146,66,0,73005,13,0
Patch,502,402,0,100,0,10277,1,0
Extensible Stylesheet Language Transformations,367,329,0,38,0,13594,2,0
CSS,347,325,7,15,0,4993,1,0
YAML,198,162,21,15,0,6190,7,0
JSON,151,138,0,13,0,3768,2,0
Bazel,115,70,29,16,24,4734,1,0
AWK,93,93,0,0,5,2021,9,0
CodeQL,54,39,13,2,9,1967,1,0
Emacs Lisp,42,30,9,3,0,1793,2,0
Dockerfile,37,16,12,9,0,1039,1,0
Docker ignore,30,30,0,0,0,271,1,0
Makefile,27,14,7,6,0,1036,3,0
License,27,27,0,0,0,1562,1,0
Vim Script,25,11,11,3,0,925,2,0
SVG,16,16,0,0,0,4337,2,0
sed,1,1,0,0,0,27,1,0
