Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,425977,314766,19758,91453,69612,14251575,787,0
Plain Text,178234,147457,0,30777,0,4722789,5,0
XML,66306,55011,917,10378,0,3025781,270,0
C Header,34876,23632,4086,7158,632,1218353,487,0
Python,20718,20048,264,406,366,1330496,22,0
Meson,8840,7757,186,897,385,299332,49,0
Autoconf,8493,5696,1154,1643,189,299736,118,0
Systemd,4381,3995,0,386,0,120038,272,0
Shell,3322,2327,348,647,220,94012,68,0
HTML,3079,2989,3,87,0,235930,3,0
Markdown,1855,1510,0,345,0,97832,12,0
BASH,1798,1401,218,179,317,54330,5,0
Perl,1727,1654,29,44,70,74032,2,0
m4,815,655,116,44,0,63609,12,0
Snakemake,621,310,153,158,2,29079,23,0
Patch,493,395,0,98,0,10035,1,0
Extensible Stylesheet Language Transformations,346,308,0,38,0,12884,2,0
Bazel,92,52,28,12,21,3753,1,0
AWK,90,90,0,0,5,1915,9,0
YAML,77,53,13,11,0,3779,1,0
Emacs Lisp,41,29,9,3,0,1692,2,0
Makefile,40,31,0,9,0,1292,9,0
Dockerfile,37,16,12,9,0,1039,1,0
Docker ignore,30,30,0,0,0,271,1,0
Vim Script,24,10,11,3,0,878,2,0
sed,1,1,0,0,0,27,1,0
