Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,464809,343565,21497,99747,75840,15829003,890,0
Plain Text,191211,158353,0,32858,0,5099179,8,0
XML,73302,61312,467,11523,0,3432774,303,0
C Header,48350,31024,8588,8738,737,1694677,583,0
Python,23100,21926,292,882,430,1439212,24,0
Meson,9692,8524,179,989,431,324492,50,0
Autoconf,8787,5893,1195,1699,209,311468,117,0
Shell,5341,3733,579,1029,291,152084,102,0
Systemd,4862,4437,0,425,0,135487,309,0
Markdown,3692,2975,0,717,0,189640,23,0
HTML,3097,3007,3,87,0,237448,3,0
BASH,2069,1579,262,228,364,64267,6,0
Perl,1810,1757,28,25,7,76662,2,0
Snakemake,1264,668,279,317,2,62435,45,0
m4,931,718,147,66,0,69417,13,0
Patch,502,402,0,100,0,10277,1,0
Extensible Stylesheet Language Transformations,346,308,0,38,0,12884,2,0
YAML,198,176,11,11,0,7502,5,0
JSON,141,128,0,13,0,2873,1,0
Bazel,101,58,29,14,21,4358,1,0
AWK,90,90,0,0,5,1911,9,0
CodeQL,54,39,13,2,9,1967,1,0
Emacs Lisp,42,30,9,3,0,1793,2,0
Dockerfile,37,16,12,9,0,1039,1,0
Makefile,33,23,0,10,0,891,4,0
Docker ignore,30,30,0,0,0,271,1,0
Vim Script,25,11,11,3,0,925,2,0
sed,1,1,0,0,0,27,1,0
