Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,196613,138140,33985,24488,30476,6530090,258,0
Forth,79585,68545,0,11040,276,4161101,181,0
XML,70178,55353,4302,10523,0,2934711,238,0
C Header,23412,8569,11988,2855,121,857711,116,0
Extensible Stylesheet Language Transformations,7868,6736,0,1132,0,293490,37,0
Autoconf,5243,3037,1542,664,399,174122,72,0
HTML,3646,2940,8,698,0,102944,220,0
m4,2264,1933,56,275,0,73050,49,0
CSS,1972,1326,340,306,0,37613,6,0
Shell,1677,1139,388,150,180,51732,14,0
Prolog,922,922,0,0,0,11985,17,0
AWK,878,685,110,83,74,30517,7,0
License,749,633,0,116,0,37210,2,0
Perl,713,514,106,93,58,17404,5,0
Lua,466,311,95,60,37,13797,11,0
Document Type Definition,391,276,0,115,0,12108,6,0
LEX,363,262,61,40,0,8222,1,0
Plain Text,329,256,0,73,0,11978,6,0
D,324,308,9,7,0,12419,2,0
Happy,211,178,0,33,0,7483,1,0
Windows Resource-Definition Script,191,144,30,17,0,7097,2,0
Makefile,111,26,69,16,1,4677,5,0
TeX,80,26,45,9,0,2582,1,0
Expect,34,34,0,0,0,515,34,0
Module-Definition,19,12,3,4,0,291,1,0
Properties File,4,1,2,1,0,160,1,0
