Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,194990,136859,33795,24336,30212,6464934,258,0
Forth,77782,67020,0,10762,274,4070685,179,0
XML,69048,54462,4227,10359,0,2885356,235,0
C Header,23137,8504,11801,2832,118,842509,114,0
Extensible Stylesheet Language Transformations,7831,6708,0,1123,0,291769,36,0
Autoconf,5356,3104,1550,702,405,178358,72,0
HTML,3564,2878,8,678,0,101131,218,0
m4,2226,1902,54,270,0,72065,49,0
CSS,1972,1326,340,306,0,37613,6,0
Shell,1679,1141,388,150,180,51738,14,0
Prolog,922,922,0,0,0,11985,17,0
AWK,852,658,111,83,67,29554,7,0
License,749,633,0,116,0,37210,2,0
Perl,713,514,106,93,58,17404,5,0
Lua,466,311,95,60,37,13797,11,0
Document Type Definition,391,276,0,115,0,12108,6,0
LEX,363,262,61,40,0,8222,1,0
Plain Text,329,256,0,73,0,11978,6,0
D,324,308,9,7,0,12419,2,0
Happy,211,178,0,33,0,7483,1,0
Windows Resource-Definition Script,191,144,30,17,0,7097,2,0
Makefile,111,26,69,16,1,4677,5,0
TeX,80,26,45,9,0,2582,1,0
Expect,34,34,0,0,0,515,34,0
Module-Definition,19,12,3,4,0,291,1,0
Properties File,4,1,2,1,0,160,1,0
