Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,305582,225499,43203,36880,48708,10346931,368,0
XML,95135,76178,5231,13726,0,4025440,284,0
Forth,93999,80394,0,13605,655,4156294,244,0
C Header,41130,15161,20794,5175,345,1553771,209,0
Python,17669,14129,1408,2132,1240,668358,142,0
Extensible Stylesheet Language Transformations,8990,7740,0,1250,0,339147,41,0
Autoconf,6502,3862,1852,788,515,219862,82,0
SVG,5896,5894,1,1,0,286989,1,0
HTML,4800,3858,8,934,0,141477,276,0
m4,3594,3095,87,412,0,121958,55,0
Lua,2367,2130,122,115,84,96143,12,0
Shell,2321,1550,502,269,286,73391,18,0
CSS,2168,1473,358,337,0,42329,9,0
JavaScript,1779,1362,356,61,117,115761,3,0
CMake,1465,1336,28,101,50,66067,2,0
Perl,1129,805,189,135,109,30021,10,0
AWK,972,775,111,86,78,36652,7,0
Prolog,922,922,0,0,0,11985,17,0
License,739,621,0,118,0,36837,2,0
LEX,506,389,63,54,0,13810,1,0
Document Type Definition,424,306,0,118,0,13379,6,0
Korn Shell,406,283,73,50,47,11277,3,0
Plain Text,329,256,0,73,0,11972,9,0
D,324,308,9,7,0,12419,2,0
YAML,305,224,77,4,0,13173,1,0
Happy,252,212,0,40,0,10778,1,0
Windows Resource-Definition Script,191,144,30,17,0,7112,2,0
Makefile,111,26,69,16,0,4681,5,0
JSON,91,89,0,2,0,1550,13,0
TeX,80,26,45,9,0,2582,1,0
Markdown,55,37,0,18,0,1975,2,0
Expect,34,34,0,0,0,515,34,0
Properties File,29,19,5,5,0,513,1,0
Module-Definition,19,12,3,4,0,291,1,0
