Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,298674,220005,42542,36127,47499,10109973,362,0
XML,94609,75642,5231,13736,0,3999134,284,0
Forth,93399,79835,0,13564,656,4130499,244,0
C Header,40245,14810,20356,5079,324,1519521,208,0
Python,15247,12139,1275,1833,1039,574127,117,0
Extensible Stylesheet Language Transformations,8990,7740,0,1250,0,339137,41,0
Autoconf,6497,3857,1852,788,515,219747,82,0
SVG,5896,5894,1,1,0,286989,1,0
HTML,4800,3858,8,934,0,141477,276,0
m4,3578,3083,85,410,0,121271,55,0
Lua,2367,2130,122,115,84,96143,12,0
Shell,2257,1512,484,261,276,70625,18,0
CSS,2168,1473,358,337,0,42329,9,0
JavaScript,1779,1362,356,61,117,115761,3,0
CMake,1453,1326,26,101,50,65430,2,0
Perl,1129,805,189,135,109,30021,10,0
AWK,972,775,111,86,78,36652,7,0
Prolog,922,922,0,0,0,11985,17,0
License,739,621,0,118,0,36837,2,0
LEX,506,389,63,54,0,13810,1,0
YAML,479,417,56,6,0,20126,1,0
Document Type Definition,424,306,0,118,0,13379,6,0
Korn Shell,406,283,73,50,47,11257,3,0
Plain Text,338,265,0,73,0,12511,10,0
D,324,308,9,7,0,12419,2,0
Happy,252,212,0,40,0,10778,1,0
Windows Resource-Definition Script,191,144,30,17,0,7112,2,0
Makefile,111,26,69,16,0,4681,5,0
JSON,87,85,0,2,0,1507,12,0
TeX,80,26,45,9,0,2582,1,0
Markdown,55,37,0,18,0,1975,2,0
Expect,34,34,0,0,0,515,34,0
Properties File,29,19,5,5,0,513,1,0
Module-Definition,19,12,3,4,0,291,1,0
