Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,222182,158068,36603,27511,34652,7425309,282,0
Forth,87269,74807,0,12462,934,4606844,183,0
XML,81707,64716,4768,12223,0,3392396,260,0
C Header,26973,9783,13937,3253,169,986340,131,0
Extensible Stylesheet Language Transformations,7931,6798,0,1133,0,297065,37,0
SVG,5896,5894,1,1,0,286989,1,0
Autoconf,5781,3381,1682,718,434,194050,76,0
HTML,3768,3037,8,723,0,106062,242,0
m4,2574,2211,55,308,0,83421,52,0
CSS,2093,1414,351,328,0,41192,7,0
Shell,1685,1114,398,173,205,51686,14,0
JavaScript,1622,1212,352,58,101,72086,1,0
Prolog,922,922,0,0,0,11985,17,0
AWK,915,720,111,84,72,34266,7,0
Perl,872,647,118,107,74,22540,6,0
License,769,650,0,119,0,37978,2,0
Lua,466,311,95,60,37,13797,11,0
LEX,415,302,69,44,0,9806,1,0
Korn Shell,406,283,73,50,47,11257,3,0
Document Type Definition,395,279,0,116,0,12233,6,0
Plain Text,329,256,0,73,0,11978,6,0
D,324,308,9,7,0,12419,2,0
Happy,217,183,0,34,0,7701,1,0
Windows Resource-Definition Script,191,144,30,17,0,7097,2,0
Makefile,111,26,69,16,0,4681,5,0
TeX,80,26,45,9,0,2582,1,0
Expect,34,34,0,0,0,515,34,0
Properties File,24,18,2,4,0,410,1,0
Module-Definition,19,12,3,4,0,291,1,0
