Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,236953,170837,37275,28841,37118,7953038,290,0
Forth,109202,93666,0,15536,1331,5846281,253,0
XML,85258,67460,4952,12846,0,3566899,268,0
C Header,28726,10351,14984,3391,184,1057158,136,0
Extensible Stylesheet Language Transformations,8505,7314,0,1191,0,317274,39,0
Autoconf,5929,3477,1723,729,448,198720,77,0
SVG,5896,5894,1,1,0,286989,1,0
HTML,3948,3174,8,766,0,110412,250,0
m4,2698,2330,55,313,0,88426,52,0
CSS,2098,1419,351,328,0,41309,7,0
JavaScript,1745,1334,353,58,117,108946,2,0
Shell,1697,1120,401,176,205,52097,15,0
CMake,1243,1125,26,92,41,55657,2,0
Perl,1061,769,168,124,100,28135,8,0
AWK,943,747,111,85,77,35375,7,0
Prolog,922,922,0,0,0,11985,17,0
License,750,633,0,117,0,37211,2,0
Python,480,345,48,87,80,14103,2,0
Lua,466,311,95,60,37,13797,11,0
LEX,415,302,69,44,0,9890,1,0
Korn Shell,406,283,73,50,47,11257,3,0
Document Type Definition,405,289,0,116,0,12592,6,0
Plain Text,329,256,0,73,0,11978,6,0
D,324,308,9,7,0,12419,2,0
Happy,218,184,0,34,0,9085,1,0
Windows Resource-Definition Script,191,144,30,17,0,7112,2,0
Makefile,180,67,86,27,0,5969,6,0
TeX,80,26,45,9,0,2582,1,0
Expect,34,34,0,0,0,515,34,0
Properties File,28,18,5,5,0,495,1,0
Module-Definition,19,12,3,4,0,291,1,0
