Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,184113,131307,31388,21418,26795,5953601,220,0
XML,53015,41955,3090,7970,0,2179953,186,0
C Header,18260,6857,9006,2397,80,657336,103,0
Extensible Stylesheet Language Transformations,7350,6242,0,1108,0,266745,32,0
Autoconf,5873,3359,1692,822,474,191415,60,0
Forth,2246,1853,0,393,5,123582,11,0
CSS,1957,1321,332,304,0,36359,6,0
HTML,1579,1305,12,262,0,39901,170,0
Shell,1537,971,371,195,212,44020,17,0
m4,1405,1192,42,171,0,44840,36,0
Perl,1143,815,160,168,112,27566,8,0
License,965,808,0,157,0,47140,4,0
Prolog,922,922,0,0,0,11985,17,0
AWK,698,512,111,75,61,20048,7,0
Document Type Definition,355,244,0,111,0,10171,5,0
LEX,224,140,60,24,0,4704,1,0
Makefile,173,44,107,22,3,6188,7,0
Module-Definition,171,142,3,26,0,2874,40,0
Plain Text,150,128,0,22,0,5949,3,0
Happy,147,125,0,22,0,4946,1,0
Windows Resource-Definition Script,136,112,14,10,0,5578,1,0
Batch,72,50,3,19,4,2581,2,0
TeX,65,26,31,8,0,1800,1,0
Expect,34,34,0,0,0,515,34,0
Properties File,7,2,3,2,0,168,1,0
