Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,182342,127539,32202,22601,28130,6058361,254,0
XML,64116,50600,3912,9604,0,2683408,219,0
Forth,51582,43864,0,7718,196,2654524,111,0
C Header,21515,7885,10963,2667,77,772995,113,0
Extensible Stylesheet Language Transformations,7698,6593,0,1105,0,286168,35,0
Autoconf,5355,3114,1528,713,402,177327,72,0
HTML,3345,2710,8,627,0,96067,203,0
m4,2031,1736,47,248,0,64727,48,0
CSS,1972,1326,340,306,0,37613,6,0
Shell,1654,1120,386,148,178,50965,14,0
Prolog,922,922,0,0,0,11985,17,0
AWK,852,658,111,83,67,29500,7,0
License,749,633,0,116,0,37210,2,0
Perl,713,514,106,93,58,17404,5,0
Lua,466,311,95,60,37,13797,11,0
Document Type Definition,391,276,0,115,0,12108,6,0
Plain Text,331,258,0,73,0,12116,6,0
D,274,260,8,6,0,10141,2,0
LEX,226,141,61,24,0,4961,1,0
Windows Resource-Definition Script,191,144,30,17,0,7097,2,0
Happy,154,131,0,23,0,5358,1,0
Makefile,111,26,69,16,1,4677,5,0
Module-Definition,94,71,3,20,0,1782,34,0
TeX,80,26,45,9,0,2582,1,0
Batch,47,38,0,9,3,1699,1,0
Expect,34,34,0,0,0,515,34,0
Properties File,4,0,3,1,0,100,1,0
