Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,189240,134928,32406,21906,27614,6167189,226,0
XML,58858,46230,3573,9055,0,2400295,201,0
C Header,19699,7075,10077,2547,81,691290,105,0
Extensible Stylesheet Language Transformations,7506,6373,0,1133,0,272950,34,0
Autoconf,6111,3581,1670,860,488,197926,73,0
Forth,5955,5015,0,940,11,298955,23,0
CSS,1972,1326,340,306,0,36851,6,0
HTML,1689,1398,12,279,0,42731,184,0
Shell,1567,996,378,193,216,43507,17,0
m4,1567,1336,46,185,0,49583,37,0
Perl,1145,815,162,168,112,27636,8,0
License,965,808,0,157,0,47140,4,0
Prolog,922,922,0,0,0,11985,17,0
AWK,713,520,118,75,62,20694,7,0
Document Type Definition,391,270,0,121,0,11324,6,0
LEX,226,141,61,24,0,4814,1,0
Module-Definition,171,142,3,26,0,2874,40,0
Makefile,170,36,110,24,1,6011,6,0
Happy,154,131,0,23,0,5211,1,0
Windows Resource-Definition Script,137,112,15,10,0,5614,1,0
TeX,80,26,45,9,0,2455,1,0
Batch,72,50,3,19,4,2581,2,0
Plain Text,56,47,0,9,0,1529,2,0
Expect,34,34,0,0,0,515,34,0
Properties File,4,1,2,1,0,98,1,0
