Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,202143,142989,34378,24776,31101,6736138,263,0
Forth,82270,70807,0,11463,279,4308271,183,0
XML,72247,57060,4391,10796,0,3019901,243,0
C Header,23971,8641,12447,2883,128,885013,118,0
Extensible Stylesheet Language Transformations,7868,6736,0,1132,0,293490,37,0
Autoconf,5255,3033,1555,667,399,174751,72,0
HTML,3675,2963,8,704,0,103691,225,0
m4,2403,2066,53,284,0,77323,49,0
CSS,1972,1326,340,306,0,37613,6,0
Shell,1677,1139,388,150,180,51732,14,0
Prolog,922,922,0,0,0,11985,17,0
AWK,884,690,111,83,74,30939,7,0
License,749,633,0,116,0,37210,2,0
Perl,713,514,106,93,58,17404,5,0
Lua,466,311,95,60,37,13797,11,0
LEX,400,293,64,43,0,9180,1,0
Document Type Definition,391,276,0,115,0,12108,6,0
Plain Text,329,256,0,73,0,11978,6,0
D,324,308,9,7,0,12419,2,0
Happy,217,183,0,34,0,7701,1,0
Windows Resource-Definition Script,191,144,30,17,0,7097,2,0
Makefile,111,26,69,16,1,4677,5,0
TeX,80,26,45,9,0,2582,1,0
Expect,34,34,0,0,0,515,34,0
Module-Definition,19,12,3,4,0,291,1,0
Properties File,4,1,2,1,0,160,1,0
