Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,194859,139007,33238,22614,28606,6400873,233,0
XML,60960,47906,3652,9402,0,2518253,206,0
C Header,20063,7241,10236,2586,86,718780,108,0
Extensible Stylesheet Language Transformations,7524,6427,0,1097,0,278788,34,0
Autoconf,6127,3596,1666,865,493,200487,75,0
Forth,5791,4896,0,895,22,293460,22,0
CSS,1972,1326,340,306,0,37613,6,0
HTML,1700,1410,12,278,0,43099,189,0
m4,1637,1399,48,190,0,52320,38,0
Shell,1571,998,378,195,218,45230,17,0
Perl,1145,815,162,168,112,27930,8,0
License,965,808,0,157,0,47144,4,0
Prolog,922,922,0,0,0,11985,17,0
AWK,584,419,98,67,37,17523,6,0
Document Type Definition,391,276,0,115,0,12096,6,0
LEX,226,141,61,24,0,4961,1,0
Windows Resource-Definition Script,191,144,30,17,0,7076,2,0
Makefile,171,36,111,24,1,6652,6,0
Module-Definition,171,142,3,26,0,2874,40,0
Happy,154,131,0,23,0,5358,1,0
TeX,80,26,45,9,0,2582,1,0
Batch,72,50,3,19,4,2581,2,0
Plain Text,56,47,0,9,0,1529,2,0
Expect,34,34,0,0,0,515,34,0
Properties File,4,0,3,1,0,100,1,0
