Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,256478,186323,39166,30989,40103,8629923,322,0
Forth,110997,95170,0,15827,1343,5880458,255,0
XML,87875,69680,5041,13154,0,3691646,273,0
C Header,32992,11813,17142,4037,200,1212197,170,0
Extensible Stylesheet Language Transformations,8505,7314,0,1191,0,317274,39,0
Autoconf,5989,3511,1742,736,453,201356,78,0
SVG,5896,5894,1,1,0,286989,1,0
HTML,3985,3203,8,774,0,111326,255,0
m4,2968,2562,68,338,0,98369,53,0
CSS,2098,1419,351,328,0,41309,7,0
JavaScript,1745,1334,353,58,117,108946,2,0
Shell,1697,1120,401,176,205,52097,15,0
CMake,1312,1188,26,98,46,58744,2,0
Perl,1061,769,168,124,100,28135,8,0
AWK,965,768,111,86,78,36097,7,0
Prolog,922,922,0,0,0,11985,17,0
License,750,633,0,117,0,37211,2,0
Python,480,345,48,87,80,14103,2,0
Lua,466,311,95,60,37,13797,11,0
LEX,416,303,69,44,0,9956,1,0
Korn Shell,406,283,73,50,47,11257,3,0
Document Type Definition,405,289,0,116,0,12592,6,0
Plain Text,329,256,0,73,0,11978,6,0
D,324,308,9,7,0,12419,2,0
Happy,218,184,0,34,0,9085,1,0
Windows Resource-Definition Script,191,144,30,17,0,7112,2,0
Makefile,178,67,84,27,0,5960,6,0
TeX,80,26,45,9,0,2582,1,0
Expect,34,34,0,0,0,515,34,0
Properties File,28,18,5,5,0,495,1,0
Module-Definition,19,12,3,4,0,291,1,0
