Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,209251,148306,34986,25959,32350,6970552,277,0
Forth,82520,71022,0,11498,279,4322086,183,0
XML,72325,57137,4391,10797,0,3026306,243,0
C Header,26435,9414,13838,3183,148,964997,130,0
Extensible Stylesheet Language Transformations,7868,6736,0,1132,0,293489,37,0
Autoconf,5537,3217,1635,685,409,185666,74,0
HTML,3675,2963,8,704,0,103691,225,0
m4,2434,2091,53,290,0,78249,50,0
CSS,1972,1326,340,306,0,37613,6,0
Shell,1677,1139,388,150,180,51732,14,0
Prolog,922,922,0,0,0,11985,17,0
AWK,908,714,111,83,74,32722,7,0
Perl,868,643,118,107,73,22369,6,0
License,749,633,0,116,0,37210,2,0
Lua,466,311,95,60,37,13797,11,0
LEX,400,293,64,43,0,9180,1,0
Document Type Definition,391,276,0,115,0,12108,6,0
Plain Text,329,256,0,73,0,11978,6,0
D,324,308,9,7,0,12419,2,0
Happy,217,183,0,34,0,7701,1,0
Windows Resource-Definition Script,191,144,30,17,0,7097,2,0
Makefile,111,26,69,16,1,4677,5,0
TeX,80,26,45,9,0,2582,1,0
Expect,34,34,0,0,0,515,34,0
Module-Definition,19,12,3,4,0,291,1,0
Properties File,4,1,2,1,0,160,1,0
