Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,185918,132379,31921,21618,27073,6018721,221,0
XML,56473,44415,3437,8621,0,2300167,194,0
C Header,18450,6896,9155,2399,80,665812,103,0
Extensible Stylesheet Language Transformations,7419,6301,0,1118,0,269489,33,0
Autoconf,5963,3484,1636,843,480,193096,71,0
Forth,2255,1862,0,393,5,124486,11,0
CSS,1963,1321,338,304,0,36695,6,0
Shell,1697,1084,398,215,218,47738,18,0
HTML,1644,1359,12,273,0,41574,177,0
m4,1435,1220,43,172,0,45555,36,0
Perl,1143,815,160,168,112,27566,8,0
License,965,808,0,157,0,47140,4,0
Prolog,922,922,0,0,0,11985,17,0
AWK,706,520,111,75,62,20449,7,0
Document Type Definition,360,249,0,111,0,10441,5,0
LEX,224,140,60,24,0,4704,1,0
Module-Definition,171,142,3,26,0,2874,40,0
Makefile,169,40,107,22,3,6061,6,0
Plain Text,150,128,0,22,0,5949,3,0
Happy,147,125,0,22,0,4967,1,0
Windows Resource-Definition Script,136,112,14,10,0,5578,1,0
TeX,80,26,45,9,0,2455,1,0
Batch,72,50,3,19,4,2581,2,0
Expect,34,34,0,0,0,515,34,0
Properties File,7,2,3,2,0,168,1,0
