Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,188103,134111,32165,21827,27437,6094096,224,0
XML,57287,45051,3505,8731,0,2332417,198,0
C Header,18655,6977,9250,2428,80,673162,104,0
Extensible Stylesheet Language Transformations,7490,6358,0,1132,0,272409,34,0
Autoconf,6072,3559,1658,855,476,196616,72,0
Forth,5948,5008,0,940,11,298584,23,0
CSS,1963,1321,338,304,0,36695,6,0
HTML,1677,1386,12,279,0,42369,180,0
Shell,1564,993,378,193,215,43448,17,0
m4,1443,1227,43,173,0,45747,36,0
Perl,1145,815,162,168,112,27636,8,0
License,965,808,0,157,0,47140,4,0
Prolog,922,922,0,0,0,11985,17,0
AWK,713,520,118,75,62,20694,7,0
Document Type Definition,360,249,0,111,0,10441,5,0
LEX,226,141,61,24,0,4774,1,0
Module-Definition,171,142,3,26,0,2874,40,0
Makefile,170,36,110,24,1,6011,6,0
Happy,154,131,0,23,0,5196,1,0
Windows Resource-Definition Script,137,112,15,10,0,5614,1,0
TeX,80,26,45,9,0,2455,1,0
Batch,72,50,3,19,4,2581,2,0
Plain Text,56,47,0,9,0,1529,2,0
Expect,34,34,0,0,0,515,34,0
Properties File,7,2,3,2,0,168,1,0
