Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,136162,88178,32284,15700,21312,4506617,178,0
HTML,50355,42398,884,7073,0,2006108,151,0
C Header,17589,5465,10204,1920,80,672910,82,0
Shell,8545,6404,1366,775,850,250589,17,0
Autoconf,3498,2154,867,477,347,109190,48,0
Plain Text,2603,2026,0,577,0,112306,8,0
Perl,1782,1083,496,203,130,51576,12,0
m4,1143,980,22,141,0,35096,30,0
Prolog,922,922,0,0,0,11985,17,0
License,659,566,0,93,0,28210,4,0
Forth,576,471,0,105,0,20200,4,0
AWK,412,343,15,54,45,9241,5,0
Makefile,339,44,269,26,3,14220,7,0
LEX,258,140,94,24,0,6492,1,0
Happy,183,161,0,22,0,6802,1,0
Module-Definition,84,66,2,16,0,1366,24,0
Windows Resource-Definition Script,80,74,0,6,0,3365,1,0
Batch,72,62,1,9,3,2473,2,0
Emacs Lisp,37,27,0,10,0,1618,1,0
Expect,35,35,0,0,0,526,35,0
