Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,281239,205338,41685,34216,44249,9462176,343,0
Forth,159370,138227,0,21143,1928,8524303,389,0
XML,91423,72784,5159,13480,0,3849710,279,0
C Header,35916,13190,18211,4515,209,1334051,186,0
Extensible Stylesheet Language Transformations,8844,7617,0,1227,0,332511,40,0
Autoconf,6344,3727,1846,771,489,215705,80,0
SVG,5896,5894,1,1,0,286989,1,0
m4,4788,4161,136,491,0,157598,57,0
HTML,4403,3518,8,877,0,121032,261,0
Lua,2367,2130,122,115,84,96142,12,0
CSS,2108,1425,353,330,0,41429,7,0
Shell,1920,1250,468,202,228,59150,16,0
JavaScript,1748,1337,353,58,117,114223,2,0
CMake,1408,1282,26,100,48,63039,2,0
Perl,1117,794,189,134,106,29708,10,0
AWK,967,770,111,86,78,36251,7,0
Prolog,922,922,0,0,0,11985,17,0
License,707,597,0,110,0,35166,2,0
Python,613,437,61,115,102,17946,3,0
LEX,506,389,63,54,0,13809,1,0
Document Type Definition,424,306,0,118,0,13380,6,0
Korn Shell,406,283,73,50,47,11257,3,0
Plain Text,329,256,0,73,0,11978,6,0
D,324,308,9,7,0,12419,2,0
Happy,252,212,0,40,0,11151,1,0
Windows Resource-Definition Script,191,144,30,17,0,7112,2,0
Makefile,178,67,84,27,0,5960,6,0
TeX,80,26,45,9,0,2582,1,0
Markdown,40,28,0,12,0,1571,1,0
Expect,34,34,0,0,0,515,34,0
Properties File,28,18,5,5,0,495,1,0
Module-Definition,19,12,3,4,0,291,1,0
