Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,151965,104451,28245,19269,23684,4940049,200,0
XML,50989,40253,2986,7750,0,2090866,181,0
C Header,16360,6077,8087,2196,72,581622,96,0
Shell,9781,7627,1287,867,1039,283892,21,0
Extensible Stylesheet Language Transformations,7176,6091,0,1085,0,260721,31,0
Autoconf,5512,3096,1645,771,432,177671,56,0
HTML,4865,4629,12,224,0,161399,169,0
Plain Text,3159,2433,0,726,0,132219,9,0
CSS,1945,1311,332,302,0,36156,6,0
Perl,1924,1202,487,235,162,54145,12,0
Forth,1442,1193,0,249,4,80703,10,0
m4,1352,1150,40,162,0,42820,33,0
License,980,811,0,169,0,46771,4,0
Prolog,922,922,0,0,0,11985,17,0
AWK,691,505,111,75,60,19604,7,0
Document Type Definition,343,236,0,107,0,9767,5,0
LEX,224,140,60,24,0,4704,1,0
Makefile,168,39,107,22,3,6041,6,0
Happy,147,125,0,22,0,4946,1,0
Module-Definition,137,109,3,25,0,2587,40,0
Windows Resource-Definition Script,96,74,14,8,0,4063,1,0
TeX,65,26,31,8,0,1800,1,0
Batch,47,38,0,9,3,1715,1,0
SystemVerilog,43,43,0,0,0,1631,1,0
Emacs Lisp,37,27,0,10,0,1618,1,0
Expect,34,34,0,0,0,515,34,0
Properties File,8,3,3,2,0,211,1,0
