Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,208960,148894,35723,24343,30995,6880912,252,0
XML,63073,49710,3796,9567,0,2635184,212,0
C Header,21666,7930,10968,2768,93,777153,116,0
Forth,7911,6736,0,1175,32,420386,32,0
Extensible Stylesheet Language Transformations,7698,6593,0,1105,0,286037,35,0
Autoconf,6166,3620,1678,868,495,202200,77,0
HTML,3101,2523,11,567,0,90600,196,0
CSS,1972,1326,340,306,0,37613,6,0
Shell,1943,1293,442,208,224,57200,17,0
m4,1709,1456,45,208,0,54812,40,0
Perl,1132,802,161,169,116,27471,7,0
Prolog,922,922,0,0,0,11985,17,0
License,903,749,0,154,0,44182,4,0
AWK,853,658,111,84,70,29600,7,0
Document Type Definition,391,276,0,115,0,12108,6,0
LEX,226,141,61,24,0,4961,1,0
Windows Resource-Definition Script,190,143,30,17,0,7040,2,0
Makefile,171,36,111,24,1,6652,6,0
Module-Definition,171,142,3,26,0,2874,40,0
Happy,154,131,0,23,0,5358,1,0
TeX,80,26,45,9,0,2582,1,0
Batch,72,50,3,19,4,2565,2,0
Plain Text,50,42,0,8,0,1229,1,0
Expect,34,34,0,0,0,515,34,0
Properties File,4,0,3,1,0,100,1,0
