Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,20040134,14778013,2370249,2891872,2035983,543151306,29204,0
JSON,9093918,9093918,0,0,0,2145352481,329,0
C Header,6273134,4652742,1032369,588023,43924,317928697,21275,0
Device Tree,933947,763306,55072,115569,3,22071142,3445,0
ReStructuredText,564003,428796,0,135207,0,20561348,2685,0
Assembly,370063,277155,52291,40617,3446,9409497,1276,0
Plain Text,223892,184870,0,39022,0,7211724,3097,0
YAML,106929,83506,4962,18461,0,2749608,1087,0
Shell,90603,63993,11275,15335,4857,2278319,581,0
Makefile,65166,44284,10998,9884,412,2118942,2601,0
Perl,45843,36853,4004,4986,3279,1193246,60,0
SVG,39038,37555,1405,78,0,2067250,59,0
Python,37869,29238,3932,4699,5717,1235025,123,0
Happy,5804,5109,0,695,0,120696,9,0
LEX,2783,2130,304,349,0,63197,9,0
BASH,2355,1724,327,304,261,54355,55,0
C++,2344,2049,68,227,315,55337,8,0
AWK,1880,1500,187,193,476,46435,12,0
Unreal Script,716,446,162,108,24,17732,5,0
Bazel,692,412,137,143,8,21836,2,0
DOT,620,538,23,59,0,32031,15,0
LD Script,412,317,48,47,0,8042,15,0
License,406,327,0,79,0,20623,4,0
Autoconf,341,297,20,24,5,17101,5,0
Extensible Stylesheet Language Transformations,300,261,0,39,0,10476,15,0
Gherkin Specification,253,175,50,28,0,8400,1,0
CSV,204,203,0,1,0,11190,6,0
CSS,137,80,29,28,0,3085,1,0
C++ Header,125,59,55,11,2,3859,2,0
Module-Definition,124,109,0,15,4,4852,2,0
Systemd,91,77,0,14,0,2934,2,0
HEX,86,86,0,0,0,4119,1,0
Snakemake,76,50,13,13,0,2717,3,0
Vim Script,42,27,12,3,5,1355,1,0
Ruby,29,25,0,4,1,816,1,0
sed,12,5,5,2,0,379,1,0
INI,7,3,3,1,0,288,1,0
