Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,13888821,10064125,1877547,1947149,1474145,377123821,20397,0
JSON,8919011,8919011,0,0,0,2137976879,1,0
C Header,3205657,2150211,669890,385556,35540,106929118,16386,0
Assembly,392114,293330,58247,40537,3806,10007668,1370,0
Plain Text,332254,259166,0,73088,0,12262754,2303,0
Device Tree,249990,201676,18849,29465,0,5978606,1166,0
Intel HEX,106650,106639,0,11,0,4685001,109,0
XML,51307,47771,290,3246,0,1854108,159,0
Makefile,45447,30525,7478,7444,317,1423039,1873,0
Go Template,27205,24860,0,2345,0,967914,32,0
Perl,26652,21121,2664,2867,2424,705021,40,0
HEX,18293,18222,0,71,0,900059,25,0
Shell,10480,6849,2591,1040,734,280259,112,0
Python,5779,4481,604,694,773,184362,26,0
Happy,5255,4615,0,640,0,112792,8,0
LEX,2279,1730,278,271,0,51962,8,0
C++,1795,1603,42,150,270,44484,1,0
BASH,1485,1084,215,186,153,31187,41,0
License,1421,1176,0,245,0,75214,6,0
SVG,1047,1045,2,0,0,39649,2,0
TeX,1022,911,3,108,96,51371,1,0
AWK,922,735,94,93,222,22753,8,0
LD Script,527,415,58,54,0,10303,16,0
HTML,436,378,0,58,0,16247,2,0
Bazel,428,255,84,89,8,13805,1,0
Unreal Script,410,209,139,62,11,10556,4,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10878,1,0
Autoconf,198,162,9,27,5,4245,6,0
DOT,159,123,7,29,0,6174,5,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,110,97,0,13,0,3937,6,0
Vim Script,42,27,12,3,5,1355,1,0
sed,33,30,3,0,30,2073,1,0
Snakemake,26,14,6,6,0,1094,1,0
Module-Definition,8,8,0,0,1,147,1,0
