Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,11450614,8252493,1612279,1585842,1217174,311096029,16950,0
JSON,8919011,8919011,0,0,0,2137976879,1,0
C Header,2564821,1692173,553065,319583,29560,85683728,14112,0
Assembly,351750,263888,51726,36136,3437,8908999,1266,0
Plain Text,251589,193786,0,57803,0,9545683,1186,0
Intel HEX,113543,113530,0,13,0,4987891,114,0
Device Tree,69706,53911,8179,7616,0,1721939,337,0
XML,44875,41679,295,2901,0,1598127,146,0
Makefile,38373,24829,7059,6485,278,1201641,1558,0
Go Template,23301,21027,0,2274,0,801283,31,0
Perl,21618,16766,2326,2526,2074,561623,40,0
HEX,17207,17135,0,72,0,842018,26,0
Shell,6479,4229,1583,667,449,175695,72,0
Happy,4079,3575,0,504,0,84421,7,0
Python,3726,2889,314,523,431,115069,22,0
LEX,1939,1463,248,228,0,43951,7,0
C++,1789,1598,42,149,270,44390,1,0
License,1421,1176,0,245,0,75214,6,0
SVG,1047,1045,2,0,0,39649,2,0
LaTeX,1022,911,3,108,0,51371,1,0
Unreal Script,927,517,240,170,8,20838,4,0
AWK,893,710,94,89,223,22062,8,0
BASH,666,505,95,66,56,15281,35,0
LD Script,608,493,59,56,0,13035,17,0
Bazel,467,283,91,93,8,15003,1,0
HTML,436,378,0,58,0,16246,2,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10878,1,0
Autoconf,198,162,9,27,5,4245,6,0
ASP,170,137,0,33,9,4528,1,0
DOT,133,99,7,27,0,4873,4,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,110,97,0,13,0,3937,6,0
Vim Script,42,27,12,3,5,1355,1,0
sed,33,30,3,0,30,2073,1,0
Snakemake,26,14,6,6,0,1046,1,0
Module-Definition,7,7,0,0,1,128,1,0
