Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,12345241,8911938,1716015,1717288,1297973,336430587,18360,0
JSON,8919011,8919011,0,0,0,2137976879,1,0
C Header,2838518,1884676,609426,344416,31577,94725775,15309,0
Assembly,370879,277668,55329,37882,3543,9414120,1360,0
Plain Text,284088,220724,0,63364,0,10636477,1612,0
Device Tree,115285,90960,11131,13194,0,2737913,614,0
Intel HEX,106650,106639,0,11,0,4685001,109,0
XML,50037,46529,309,3199,0,1792232,158,0
Makefile,41763,27586,7239,6938,310,1308114,1699,0
Go Template,24871,22601,0,2270,0,883600,30,0
Perl,22914,17748,2484,2682,2227,602512,40,0
HEX,16558,16487,0,71,0,823735,25,0
Shell,7756,5070,1841,845,545,203842,80,0
Happy,4460,3902,0,558,0,92226,7,0
Python,4326,3286,420,620,498,134855,25,0
LEX,2086,1575,258,253,0,47702,7,0
C++,1790,1599,42,149,270,44410,1,0
License,1421,1176,0,245,0,75214,6,0
SVG,1389,1387,2,0,0,65830,5,0
TeX,1022,911,3,108,96,51371,1,0
AWK,897,714,94,89,221,22133,8,0
BASH,702,533,101,68,56,16212,35,0
LD Script,603,488,59,56,0,13007,17,0
Bazel,478,289,93,96,8,15413,1,0
HTML,436,378,0,58,0,16246,2,0
Scala,281,218,0,63,20,12158,1,0
Unreal Script,244,127,77,40,7,6113,2,0
Objective C++,244,189,0,55,8,10878,1,0
Autoconf,198,162,9,27,5,4245,6,0
ASP,170,137,0,33,9,4528,1,0
DOT,133,99,7,27,0,4873,4,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,110,97,0,13,0,3937,6,0
Vim Script,42,27,12,3,5,1355,1,0
sed,33,30,3,0,30,2073,1,0
Snakemake,26,14,6,6,0,1094,1,0
Module-Definition,7,7,0,0,1,128,1,0
