Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JSON,8919011,8919011,0,0,0,2137976879,1,0
C,6485040,4619310,969951,895779,724444,176067421,9999,0
C Header,1598634,1081226,319185,198223,20500,56832973,9415,0
Assembly,300904,230383,39811,30710,2912,7685545,983,0
Plain Text,166820,127203,0,39617,0,6307774,641,0
Makefile,24775,14891,5373,4511,148,757307,1005,0
Go Template,21565,19231,0,2334,0,730772,25,0
Device Tree,18129,14692,1485,1952,0,424812,65,0
Perl,8177,6098,1129,950,956,220979,19,0
Shell,4177,2606,1178,393,279,113829,48,0
Happy,3638,3202,0,436,0,76011,5,0
LEX,1867,1404,244,219,0,40751,5,0
C++,1759,1567,43,149,271,43178,1,0
TeX,1022,911,3,108,96,51370,1,0
Unreal Script,927,517,240,170,8,20822,4,0
Python,475,335,72,68,87,11852,4,0
HTML,425,367,0,58,0,15879,2,0
License,402,332,0,70,0,20823,3,0
Bazel,373,212,78,83,5,11328,1,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10879,1,0
ASP,169,136,0,33,9,4526,1,0
LD Script,152,117,29,6,0,3994,6,0
C++ Header,125,59,55,11,2,3859,2,0
AWK,119,96,9,14,13,3378,2,0
Autoconf,61,42,9,10,2,1473,3,0
BASH,58,32,19,7,8,1319,2,0
Snakemake,32,20,6,6,0,1258,1,0
Extensible Stylesheet Language Transformations,8,8,0,0,0,361,1,0
