Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,20915524,15455114,2437525,3022885,2118185,567796218,30184,0
JSON,9108255,9108253,0,2,0,2145990821,385,0
C Header,7164889,5412107,1135144,617638,45928,399571317,21997,0
Device Tree,1054284,863129,59797,131358,3,24768580,3819,0
ReStructuredText,591550,449815,0,141735,0,21764955,2858,0
Assembly,366991,275311,51346,40334,3436,9335521,1291,0
Plain Text,202410,166720,0,35690,0,6588015,2598,0
YAML,187655,146363,8530,32762,0,4817735,1866,0
Shell,114772,80788,14516,19468,6096,2933078,651,0
Makefile,67345,45782,11335,10228,403,2205178,2649,0
Perl,47843,39253,3787,4803,2829,1244101,63,0
Python,39733,30605,4185,4943,5892,1297369,137,0
SVG,38792,37555,1159,78,0,2056334,59,0
Happy,5808,5115,0,693,0,120962,9,0
LEX,2752,2104,303,345,0,62740,9,0
C++,2297,1990,72,235,313,53586,8,0
AWK,2013,1593,201,219,492,49705,13,0
BASH,1818,1279,276,263,193,44529,54,0
Unreal Script,716,446,162,108,24,17732,5,0
Bazel,706,423,140,143,10,22606,2,0
DOT,638,556,23,59,0,33256,16,0
CSV,612,539,0,73,0,31185,7,0
License,406,327,0,79,0,20623,4,0
LD Script,378,296,33,49,0,6873,9,0
Autoconf,344,299,21,24,5,17170,5,0
Extensible Stylesheet Language Transformations,300,261,0,39,0,10476,15,0
Gherkin Specification,263,183,50,30,0,8661,1,0
CSS,137,80,29,28,0,3085,1,0
C++ Header,125,59,55,11,2,3859,2,0
Module-Definition,124,109,0,15,4,4852,2,0
Systemd,92,78,0,14,0,2949,2,0
HEX,86,86,0,0,0,4119,1,0
Snakemake,76,50,13,13,0,2717,3,0
Vim Script,42,27,12,3,5,1355,1,0
Ruby,29,25,0,4,1,816,1,0
sed,12,5,5,2,0,379,1,0
INI,7,3,3,1,0,288,1,0
