Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,22265103,16508000,2544356,3212747,2237273,606855469,31803,0
JSON,9311343,9311341,0,2,0,2152932068,580,0
C Header,8876987,6843985,1336846,696156,48413,552426485,23369,0
Device Tree,1243598,1017268,68072,158258,23,29166928,4433,0
ReStructuredText,644985,489165,0,155820,0,23995711,3200,0
Assembly,372951,279302,52357,41292,3464,9495305,1317,0
YAML,302134,237025,13128,51981,0,7808371,2869,0
Plain Text,172106,140991,0,31115,0,5690466,2127,0
Shell,140025,99050,17532,23443,7463,3597855,759,0
Makefile,71190,48707,11764,10719,409,2346263,2761,0
Perl,48777,40065,3742,4970,2959,1265811,64,0
Python,44551,34300,4773,5478,6428,1461230,152,0
SVG,43088,41845,1162,81,0,2306935,65,0
Happy,6019,5321,0,698,0,126583,9,0
LEX,2765,2110,309,346,0,63510,9,0
C++,2401,2071,72,258,323,56065,8,0
AWK,2319,1804,234,281,547,55968,15,0
BASH,2105,1453,337,315,216,50756,57,0
Unreal Script,716,446,162,108,24,17732,5,0
DOT,669,588,23,58,0,34583,18,0
Bazel,657,374,135,148,5,20500,2,0
CSV,618,545,0,73,0,31640,7,0
License,406,327,0,79,0,20623,4,0
Autoconf,345,301,21,23,5,17284,5,0
LD Script,340,264,29,47,0,6180,8,0
Extensible Stylesheet Language Transformations,300,261,0,39,0,10476,15,0
Gherkin Specification,267,187,50,30,0,8826,1,0
TeX,226,147,73,6,0,9327,1,0
CSS,162,90,37,35,0,3545,2,0
C++ Header,125,59,55,11,2,3859,2,0
Module-Definition,124,109,0,15,4,4852,2,0
Systemd,92,78,0,14,0,2949,2,0
MATLAB,89,35,37,17,3,2482,1,0
HEX,86,86,0,0,0,4119,1,0
Snakemake,77,51,13,13,0,2761,3,0
Vim Script,42,27,12,3,5,1355,1,0
Ruby,29,25,0,4,1,816,1,0
sed,12,5,5,2,0,379,1,0
INI,7,3,3,1,0,288,1,0
