Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,13248901,9581627,1814218,1853056,1407170,359973278,19499,0
JSON,8919011,8919011,0,0,0,2137976879,1,0
C Header,3066001,2051007,646526,368468,34199,102048178,15900,0
Assembly,381528,285875,56464,39189,3634,9722405,1351,0
Plain Text,306453,238322,0,68131,0,11387636,1941,0
Device Tree,169240,134755,14931,19554,0,4050147,869,0
Intel HEX,106650,106639,0,11,0,4685001,109,0
XML,50064,46562,308,3194,0,1801766,156,0
Makefile,43217,28832,7259,7126,317,1352939,1782,0
Perl,26055,20630,2612,2813,2345,685615,40,0
Go Template,25115,22837,0,2278,0,897886,30,0
HEX,16558,16487,0,71,0,823735,25,0
Shell,8003,5272,1865,866,564,212217,82,0
Happy,4471,3913,0,558,0,92280,7,0
Python,4336,3291,425,620,501,135333,25,0
LEX,2088,1576,259,253,0,47847,7,0
C++,1795,1603,42,150,270,44484,1,0
License,1421,1176,0,245,0,75214,6,0
SVG,1389,1387,2,0,0,65830,5,0
BASH,1324,981,189,154,142,28373,39,0
TeX,1022,911,3,108,96,51371,1,0
AWK,905,722,94,89,226,22440,8,0
LD Script,512,400,58,54,0,10115,15,0
Bazel,479,290,93,96,8,15491,1,0
HTML,436,378,0,58,0,16247,2,0
Unreal Script,410,209,139,62,11,10556,4,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10878,1,0
Autoconf,198,162,9,27,5,4245,6,0
ASP,170,137,0,33,9,4528,1,0
DOT,133,99,7,27,0,4873,4,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,110,97,0,13,0,3937,6,0
Vim Script,42,27,12,3,5,1355,1,0
sed,33,30,3,0,30,2073,1,0
Snakemake,26,14,6,6,0,1094,1,0
Module-Definition,8,8,0,0,1,147,1,0
