Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,13740013,9951344,1864488,1924181,1462471,373380850,20162,0
JSON,8919011,8919011,0,0,0,2137976879,1,0
C Header,3187566,2137348,666335,383883,35385,106451021,16333,0
Assembly,387604,290185,57327,40092,3762,9893155,1355,0
Plain Text,324321,252786,0,71535,0,11988378,2193,0
Device Tree,222342,178836,17468,26038,0,5319440,1076,0
Intel HEX,106650,106639,0,11,0,4685001,109,0
XML,50452,46921,290,3241,0,1818677,159,0
Makefile,44865,30064,7431,7370,317,1404584,1842,0
Perl,26541,21032,2647,2862,2410,700981,40,0
Go Template,25342,23055,0,2287,0,906032,31,0
HEX,18293,18222,0,71,0,900059,25,0
Shell,10082,6542,2543,997,692,270620,108,0
Python,5782,4481,604,697,773,184365,26,0
Happy,5234,4595,0,639,0,112181,8,0
LEX,2278,1729,278,271,0,51944,8,0
C++,1795,1603,42,150,270,44484,1,0
BASH,1468,1071,215,182,152,30972,41,0
License,1421,1176,0,245,0,75214,6,0
SVG,1047,1045,2,0,0,39649,2,0
LaTeX,1022,911,3,108,0,51371,1,0
AWK,932,745,94,93,234,22942,8,0
LD Script,512,400,58,54,0,10115,15,0
Bazel,489,298,94,97,8,15991,1,0
HTML,436,378,0,58,0,16247,2,0
Unreal Script,410,209,139,62,11,10556,4,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10878,1,0
Autoconf,198,162,9,27,5,4245,6,0
DOT,159,123,7,29,0,6174,5,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,110,97,0,13,0,3937,6,0
Vim Script,42,27,12,3,5,1355,1,0
sed,33,30,3,0,30,2073,1,0
Snakemake,26,14,6,6,0,1094,1,0
Module-Definition,8,8,0,0,1,147,1,0
