Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,15605576,11338688,2051368,2215520,1618554,422262078,23071,0
JSON,8919011,8919011,0,0,0,2137976879,1,0
C Header,3958217,2800407,733616,424194,36936,144392295,17763,0
Device Tree,480267,380913,44005,55349,0,11786079,2005,0
Plain Text,425244,335590,0,89654,0,15470478,3475,0
Assembly,400044,298362,59932,41750,3763,10183632,1420,0
Intel HEX,106650,106639,0,11,0,4685001,109,0
XML,54049,50426,273,3350,0,1987023,181,0
Makefile,51414,35053,8040,8321,370,1619509,2214,0
Perl,32560,26138,3033,3389,2669,863814,47,0
Go Template,29736,27094,0,2642,0,1047573,34,0
HEX,18293,18222,0,71,0,900059,25,0
Shell,14722,9780,3345,1597,1068,385065,159,0
Python,11823,8919,1571,1333,1667,376241,44,0
SVG,9388,8528,825,35,0,345560,19,0
Happy,5337,4682,0,655,0,112763,8,0
HTML,4793,4284,0,509,0,186079,4,0
LEX,2478,1891,293,294,0,56885,8,0
BASH,1951,1413,248,290,201,43308,47,0
C++,1870,1660,43,167,294,45132,1,0
AWK,1778,1446,168,164,435,43598,11,0
License,1421,1171,0,250,0,75209,6,0
Markdown,1297,1077,0,220,0,65760,1,0
LaTeX,1022,911,3,108,0,51371,1,0
Bazel,603,359,116,128,8,18168,2,0
LD Script,571,456,58,57,0,11026,19,0
Unreal Script,498,279,144,75,17,12824,4,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10878,1,0
Gherkin Specification,227,150,49,28,0,5998,1,0
Autoconf,181,136,17,28,6,4017,6,0
DOT,159,123,7,29,0,6174,5,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,111,98,0,13,0,3985,6,0
ReStructuredText,109,80,0,29,0,3608,2,0
Snakemake,63,36,15,12,0,2117,2,0
Vim Script,42,27,12,3,5,1355,1,0
Module-Definition,8,8,0,0,1,147,1,0
