Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JSON,8919011,8919011,0,0,0,2137976879,1,0
C,6599668,4705711,980773,913184,734666,178925266,10195,0
C Header,1618721,1093874,324171,200676,20264,57307536,9592,0
Assembly,303771,232391,40598,30782,2897,7743568,1001,0
Plain Text,168345,128306,0,40039,0,6364239,658,0
Makefile,25266,15260,5412,4594,150,773929,1020,0
Go Template,22815,20417,0,2398,0,777568,28,0
Device Tree,20923,17018,1642,2263,0,501271,71,0
Perl,8425,6262,1158,1005,989,225996,19,0
Shell,4218,2642,1183,393,285,114843,48,0
Happy,3674,3237,0,437,0,76608,5,0
LEX,1868,1396,253,219,0,40834,5,0
C++,1759,1567,43,149,271,43178,1,0
TeX,1022,911,3,108,96,51371,1,0
Unreal Script,927,517,240,170,8,20822,4,0
Python,475,335,72,68,87,11852,4,0
HTML,425,367,0,58,0,15879,2,0
License,402,332,0,70,0,20823,3,0
Bazel,373,212,78,83,5,11330,1,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10879,1,0
ASP,169,136,0,33,9,4526,1,0
LD Script,152,117,29,6,0,3994,6,0
C++ Header,125,59,55,11,2,3859,2,0
AWK,119,96,9,14,13,3378,2,0
Autoconf,61,42,9,10,2,1473,3,0
BASH,58,32,19,7,8,1319,2,0
Snakemake,32,20,6,6,0,1258,1,0
Extensible Stylesheet Language Transformations,8,8,0,0,0,361,1,0
