Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,10984318,7901827,1563436,1519055,1170634,298662587,16418,0
JSON,8919011,8919011,0,0,0,2137976879,1,0
C Header,2476619,1630579,535448,310592,28769,83067167,13831,0
Assembly,342500,257717,49528,35255,3274,8686534,1237,0
Plain Text,235409,180777,0,54632,0,8958316,1022,0
Intel HEX,113559,113546,0,13,0,4988547,115,0
Device Tree,55256,45866,3638,5752,0,1305600,156,0
XML,43667,40082,764,2821,0,1537588,140,0
Makefile,36738,23758,6730,6250,263,1152881,1441,0
Go Template,23178,20911,0,2267,0,797726,31,0
Perl,20591,16361,1984,2246,1675,537416,41,0
HEX,17207,17135,0,72,0,842018,26,0
Shell,6068,3925,1515,628,420,163978,67,0
Happy,3753,3300,0,453,0,78706,5,0
Python,3683,2861,312,510,421,114900,21,0
C++,1789,1598,42,149,270,44390,1,0
LEX,1761,1322,242,197,0,39124,5,0
License,1082,899,0,183,0,56812,5,0
SVG,1047,1045,2,0,0,39649,2,0
LaTeX,1022,911,3,108,0,51371,1,0
Unreal Script,927,517,240,170,8,20840,4,0
AWK,883,708,85,90,221,21292,8,0
BASH,583,440,86,57,46,13530,32,0
LD Script,511,422,50,39,0,11499,16,0
Bazel,465,281,91,93,8,14877,1,0
HTML,436,378,0,58,0,16246,2,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10878,1,0
Autoconf,194,159,9,26,5,4072,6,0
ASP,170,137,0,33,9,4528,1,0
DOT,133,99,7,27,0,4873,4,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,110,97,0,13,0,3937,6,0
Vim Script,42,27,12,3,5,1355,1,0
sed,33,30,3,0,30,2073,1,0
Snakemake,32,20,6,6,0,1258,1,0
Module-Definition,7,7,0,0,1,128,1,0
