Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,21138945,15625972,2457961,3055012,2142376,573911381,30414,0
JSON,9113418,9113416,0,2,0,2146215624,404,0
C Header,7208766,5446873,1139282,622611,46375,401082068,22174,0
Device Tree,1076749,880807,61593,134349,3,25273614,3900,0
ReStructuredText,610405,463411,0,146994,0,22591520,2956,0
Assembly,367661,275804,51430,40427,3426,9359768,1290,0
YAML,201590,157474,9094,35022,0,5188174,1998,0
Plain Text,199694,164152,0,35542,0,6525923,2541,0
Shell,117613,82813,14912,19888,6375,3015797,663,0
Makefile,67794,46102,11408,10284,391,2219922,2666,0
Perl,47828,39231,3792,4805,2834,1244324,63,0
Python,40520,31254,4294,4972,5936,1326506,139,0
SVG,38792,37555,1159,78,0,2056334,59,0
Happy,5809,5116,0,693,0,121019,9,0
LEX,2752,2104,303,345,0,62740,9,0
C++,2297,1990,72,235,313,53586,8,0
AWK,2014,1594,201,219,492,49726,13,0
BASH,1818,1279,276,263,193,44529,54,0
Bazel,732,441,144,147,11,23421,2,0
Unreal Script,716,446,162,108,24,17732,5,0
DOT,638,556,23,59,0,33256,16,0
CSV,613,540,0,73,0,31225,7,0
License,406,327,0,79,0,20623,4,0
LD Script,378,296,33,49,0,6873,9,0
Autoconf,344,299,21,24,5,17170,5,0
Extensible Stylesheet Language Transformations,300,261,0,39,0,10476,15,0
Gherkin Specification,262,182,50,30,0,8619,1,0
CSS,137,80,29,28,0,3085,1,0
C++ Header,125,59,55,11,2,3859,2,0
Module-Definition,124,109,0,15,4,4852,2,0
Systemd,103,88,0,15,0,3363,2,0
HEX,86,86,0,0,0,4119,1,0
Snakemake,76,50,13,13,0,2717,3,0
Vim Script,42,27,12,3,5,1355,1,0
Ruby,29,25,0,4,1,816,1,0
sed,12,5,5,2,0,379,1,0
INI,7,3,3,1,0,288,1,0
