Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,16278195,11833893,2127076,2317226,1678370,440510080,24020,0
JSON,9008762,9008762,0,0,0,2141425143,138,0
C Header,4171862,2956922,772001,442939,38441,152652913,18402,0
Device Tree,540946,427249,51134,62563,0,13314915,2212,0
Plain Text,421309,333720,0,87589,0,15262674,3643,0
Assembly,409971,305029,62050,42892,3809,10461468,1451,0
ReStructuredText,118431,88476,0,29955,0,3680626,663,0
Intel HEX,106650,106639,0,11,0,4685001,109,0
Makefile,52323,35688,8111,8524,334,1653478,2287,0
Perl,37286,29987,3287,4012,2976,995733,51,0
SVG,30865,29991,832,42,0,1656651,31,0
HEX,18293,18222,0,71,0,900059,25,0
Shell,17665,12005,3676,1984,1346,455197,187,0
Python,15025,11279,2100,1646,2256,484292,63,0
Go Template,15013,13694,0,1319,0,521127,24,0
Happy,5362,4705,0,657,0,113326,8,0
HTML,4437,3979,0,458,0,173018,2,0
LEX,2503,1902,305,296,0,57879,8,0
C++,2196,1917,56,223,310,52902,7,0
BASH,2193,1572,319,302,231,50646,47,0
AWK,1882,1532,176,174,458,47273,12,0
License,1421,1171,0,250,0,75209,6,0
Markdown,1297,1077,0,220,0,65760,1,0
TeX,1022,911,3,108,96,51371,1,0
Bazel,734,449,130,155,10,22975,2,0
Unreal Script,666,400,168,98,22,16715,5,0
LD Script,573,458,58,57,0,11025,19,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10878,1,0
Gherkin Specification,230,153,49,28,0,7610,1,0
Autoconf,174,131,16,27,6,3821,6,0
DOT,171,134,7,30,0,6897,6,0
CSV,164,163,0,1,0,10134,3,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,111,98,0,13,0,3985,6,0
Snakemake,77,49,15,13,0,2792,2,0
CSS,72,35,23,14,0,1829,1,0
sed,53,21,30,2,1,1575,3,0
Vim Script,42,27,12,3,5,1355,1,0
Module-Definition,8,8,0,0,1,147,1,0
