Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JSON,8919011,8919011,0,0,0,2137976879,1,0
C,5248068,3738827,802508,706733,599945,145768643,7927,0
C Header,1271562,857458,254396,159708,18580,45211425,7713,0
Assembly,280774,216464,36299,28011,2754,7272248,841,0
Plain Text,126789,96085,0,30704,0,4752899,489,0
Makefile,21649,12492,5083,4074,162,652530,831,0
Go Template,19993,17707,0,2286,0,668913,21,0
Perl,4402,3269,653,480,552,124375,15,0
Shell,3264,1976,984,304,224,90382,39,0
Happy,3260,2866,0,394,0,69485,4,0
LEX,1520,1161,199,160,0,33311,4,0
C++,1426,1230,55,141,214,34573,1,0
License,1069,886,0,183,0,56929,4,0
LaTeX,1022,911,3,108,0,51367,1,0
Unreal Script,927,517,240,170,8,20822,4,0
HTML,425,367,0,58,0,15879,2,0
Bazel,333,188,65,80,4,10214,1,0
Scala,281,218,0,63,20,12158,1,0
LD Script,268,195,49,24,0,6799,7,0
C++ Header,260,127,110,23,4,7964,4,0
Python,251,171,46,34,43,6335,3,0
Objective C++,244,189,0,55,8,10879,1,0
ASP,169,136,0,33,9,4526,1,0
AWK,122,99,9,14,13,3481,2,0
BASH,89,49,32,8,10,2260,3,0
Autoconf,71,41,15,15,2,1565,4,0
Snakemake,44,19,15,10,0,1885,1,0
Extensible Stylesheet Language Transformations,7,7,0,0,0,310,1,0
