Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,9383681,6706947,1379948,1296786,1010488,256203335,13983,0
JSON,8919011,8919011,0,0,0,2137976879,1,0
C Header,2133133,1401843,459199,272091,25868,71331477,12279,0
Assembly,318277,242746,43305,32226,3037,8060587,1121,0
Plain Text,209026,160010,0,49016,0,7915704,891,0
Intel HEX,97741,97728,0,13,0,4292791,112,0
Device Tree,46246,38620,2956,4670,0,1106684,121,0
XML,37946,34270,928,2748,0,1319223,110,0
Makefile,32875,20738,6422,5715,221,1018420,1274,0
Go Template,22050,19826,0,2224,0,768167,32,0
HEX,17207,17135,0,72,0,842018,26,0
Perl,14233,11130,1563,1540,1244,376120,37,0
Shell,5049,3181,1368,500,341,136107,56,0
Happy,3730,3283,0,447,0,77961,5,0
LEX,1867,1400,251,216,0,41141,5,0
C++,1763,1571,42,150,270,43281,1,0
Python,1170,774,212,184,182,31620,13,0
SVG,1047,1045,2,0,0,39649,2,0
TeX,1022,911,3,108,96,51371,1,0
Unreal Script,927,517,240,170,8,20840,4,0
AWK,882,707,85,90,221,21262,8,0
License,742,618,0,124,0,38815,4,0
BASH,482,347,68,67,28,10838,22,0
LD Script,439,353,49,37,0,8496,15,0
HTML,436,378,0,58,0,16251,2,0
INI,414,412,0,2,0,24916,1,0
Bazel,391,227,78,86,5,12214,1,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10879,1,0
ASP,170,137,0,33,9,4528,1,0
DOT,133,99,7,27,0,4873,4,0
Autoconf,125,97,9,19,3,2676,4,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,109,96,0,13,0,3894,6,0
Vim Script,42,27,12,3,5,1355,1,0
sed,33,30,3,0,30,2073,1,0
Snakemake,32,20,6,6,0,1258,1,0
