Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,12474010,9009120,1731195,1733695,1311627,339558945,18540,0
JSON,8919011,8919011,0,0,0,2137976879,1,0
C Header,2873139,1912240,614026,346873,31627,96048677,15381,0
Assembly,379084,284123,56004,38957,3574,9645822,1375,0
Plain Text,284501,220712,0,63789,0,10642527,1685,0
Device Tree,126051,99534,12123,14394,0,3005708,666,0
Intel HEX,106650,106639,0,11,0,4685001,109,0
XML,50142,46631,313,3198,0,1798979,156,0
Makefile,42173,27924,7248,7001,315,1321523,1711,0
Go Template,24870,22599,0,2271,0,883789,30,0
Perl,22908,17750,2482,2676,2233,602856,39,0
HEX,16558,16487,0,71,0,823735,25,0
Shell,7888,5178,1853,857,553,206708,82,0
Happy,4460,3902,0,558,0,92226,7,0
Python,4328,3288,420,620,498,134892,25,0
LEX,2086,1575,258,253,0,47702,7,0
C++,1790,1599,42,149,270,44410,1,0
License,1421,1176,0,245,0,75214,6,0
SVG,1389,1387,2,0,0,65830,5,0
LaTeX,1022,911,3,108,0,51371,1,0
AWK,897,714,94,89,221,22133,8,0
BASH,714,542,102,70,57,16378,36,0
LD Script,603,488,59,56,0,13007,17,0
Bazel,478,289,93,96,8,15413,1,0
HTML,436,378,0,58,0,16247,2,0
Scala,281,218,0,63,20,12158,1,0
Unreal Script,244,127,77,40,7,6113,2,0
Objective C++,244,189,0,55,8,10878,1,0
Autoconf,198,162,9,27,5,4245,6,0
ASP,170,137,0,33,9,4528,1,0
DOT,133,99,7,27,0,4873,4,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,110,97,0,13,0,3937,6,0
Vim Script,42,27,12,3,5,1355,1,0
sed,33,30,3,0,30,2073,1,0
Snakemake,26,14,6,6,0,1094,1,0
Module-Definition,7,7,0,0,1,128,1,0
