Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,13254988,9585660,1815342,1853986,1407913,360141824,19504,0
JSON,8919011,8919011,0,0,0,2137976879,1,0
C Header,3066702,2051467,646689,368546,34226,102071185,15902,0
Assembly,381557,285899,56458,39200,3634,9722522,1351,0
Plain Text,307542,239123,0,68419,0,11431551,1949,0
Device Tree,169907,135321,14951,19635,0,4067204,872,0
Intel HEX,106650,106639,0,11,0,4685001,109,0
XML,50066,46564,308,3194,0,1801896,156,0
Makefile,43248,28850,7266,7132,313,1354168,1783,0
Perl,26056,20630,2613,2813,2346,685707,40,0
Go Template,25115,22837,0,2278,0,897892,30,0
HEX,16558,16487,0,71,0,823735,25,0
Shell,8005,5274,1865,866,566,212289,82,0
Happy,4471,3913,0,558,0,92280,7,0
Python,4336,3291,425,620,501,135333,25,0
LEX,2088,1576,259,253,0,47847,7,0
C++,1795,1603,42,150,270,44484,1,0
License,1421,1176,0,245,0,75214,6,0
SVG,1389,1387,2,0,0,65830,5,0
BASH,1324,981,189,154,142,28373,39,0
TeX,1022,911,3,108,96,51371,1,0
AWK,905,722,94,89,226,22440,8,0
LD Script,512,400,58,54,0,10115,15,0
Bazel,479,290,93,96,8,15491,1,0
HTML,436,378,0,58,0,16247,2,0
Unreal Script,410,209,139,62,11,10556,4,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10878,1,0
Autoconf,198,162,9,27,5,4245,6,0
ASP,170,137,0,33,9,4528,1,0
DOT,133,99,7,27,0,4873,4,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,110,97,0,13,0,3937,6,0
Vim Script,42,27,12,3,5,1355,1,0
sed,33,30,3,0,30,2073,1,0
Snakemake,26,14,6,6,0,1094,1,0
Module-Definition,8,8,0,0,1,147,1,0
