Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JSON,8919011,8919011,0,0,0,2137976879,1,0
C,4758997,3374071,746677,638249,550179,132852880,7223,0
C Header,1138908,765195,229606,144107,17761,40472979,7003,0
Assembly,260620,204388,30727,25505,2555,6756299,776,0
Plain Text,111996,84717,0,27279,0,4177148,429,0
Makefile,19839,11272,4774,3793,139,594603,762,0
Go Template,19451,17244,0,2207,0,653889,23,0
Perl,4705,3494,685,526,601,130190,19,0
Happy,3268,2873,0,395,0,69941,4,0
Shell,3143,1863,969,311,204,86478,42,0
LEX,1536,1177,199,160,0,34259,4,0
C++,1407,1216,55,136,214,34065,1,0
License,1069,886,0,183,0,56927,4,0
LaTeX,1022,911,3,108,0,51367,1,0
HTML,808,750,0,58,0,33945,2,0
LD Script,500,388,62,50,0,11914,9,0
Autoconf,442,366,17,59,2,8678,7,0
Bazel,330,186,64,80,4,10017,1,0
Scala,281,218,0,63,20,12158,1,0
C++ Header,260,127,110,23,4,8010,4,0
Objective C++,244,189,0,55,8,10879,1,0
Unreal Script,239,123,75,41,7,5968,2,0
Python,193,131,38,24,29,4775,2,0
ASP,169,136,0,33,9,4526,1,0
AWK,122,99,9,14,13,3481,2,0
BASH,89,49,32,8,10,2260,3,0
Snakemake,13,6,3,4,0,615,1,0
