Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JSON,8919011,8919011,0,0,0,2137976879,1,0
C,5138072,3655382,790961,691729,590214,142608089,7804,0
C Header,1261231,851834,251180,158217,18580,44883344,7598,0
Assembly,280209,216172,36105,27932,2748,7258737,838,0
Plain Text,123882,93852,0,30030,0,4631103,479,0
Makefile,21430,12352,5045,4033,162,645865,821,0
Go Template,19878,17597,0,2281,0,663304,21,0
Perl,4431,3289,657,485,558,124997,16,0
Happy,3259,2865,0,394,0,69439,4,0
Shell,3204,1929,985,290,214,89258,37,0
LEX,1520,1161,199,160,0,33311,4,0
C++,1426,1230,55,141,214,34573,1,0
License,1069,886,0,183,0,56929,4,0
LaTeX,1022,911,3,108,0,51367,1,0
HTML,425,367,0,58,0,15879,2,0
Bazel,333,188,65,80,4,10218,1,0
Scala,281,218,0,63,20,12158,1,0
LD Script,268,195,49,24,0,6799,7,0
C++ Header,260,127,110,23,4,7964,4,0
Unreal Script,247,129,77,41,7,6127,2,0
Objective C++,244,189,0,55,8,10879,1,0
Python,193,131,38,24,29,4775,2,0
ASP,169,136,0,33,9,4526,1,0
AWK,122,99,9,14,13,3481,2,0
BASH,89,49,32,8,10,2260,3,0
Autoconf,71,41,15,15,2,1565,4,0
Snakemake,49,22,16,11,0,2052,1,0
Extensible Stylesheet Language Transformations,7,7,0,0,0,310,1,0
