Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JSON,8919011,8919011,0,0,0,2137976879,1,0
C,6023044,4290328,907046,825670,676961,163880157,9452,0
C Header,1455228,980898,289737,184593,19706,51732681,8929,0
Assembly,293240,223536,39745,29959,2833,7541836,933,0
Plain Text,156687,119278,0,37409,0,5885600,600,0
Makefile,23793,14191,5258,4344,146,724872,952,0
Go Template,20904,18608,0,2296,0,705007,22,0
Device Tree,7375,5858,804,713,0,174647,27,0
Perl,6008,4777,696,535,642,164284,17,0
Shell,3845,2383,1102,360,262,104659,43,0
Happy,3310,2910,0,400,0,70706,4,0
C++,1756,1565,42,149,270,42953,1,0
LEX,1533,1171,201,161,0,33676,4,0
TeX,1022,911,3,108,96,51367,1,0
Unreal Script,927,517,240,170,8,20822,4,0
Python,474,335,71,68,87,11786,4,0
HTML,425,367,0,58,0,15879,2,0
License,402,332,0,70,0,20823,3,0
Bazel,364,208,70,86,5,11057,1,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10879,1,0
LD Script,230,161,49,20,0,6251,7,0
ASP,169,136,0,33,9,4526,1,0
C++ Header,125,59,55,11,2,3875,2,0
AWK,119,96,9,14,13,3378,2,0
BASH,58,32,19,7,8,1319,2,0
Autoconf,54,35,9,10,2,1235,3,0
Snakemake,32,20,6,6,0,1266,1,0
Extensible Stylesheet Language Transformations,8,8,0,0,0,361,1,0
