Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,17903449,13041846,2300032,2561571,1840322,485861797,26187,0
JSON,9027478,9027478,0,0,0,2142479589,209,0
C Header,5162659,3699236,955608,507815,41367,224090377,20516,0
Device Tree,644441,506756,61460,76225,0,15749118,2587,0
Plain Text,445889,354525,0,91364,0,15982643,4125,0
Assembly,418487,310794,63442,44251,3908,10718891,1477,0
ReStructuredText,168685,126676,0,42009,0,5492115,850,0
Makefile,58102,38729,10303,9070,353,1871969,2466,0
SVG,39430,37967,1371,92,0,1916717,57,0
Perl,35437,28107,3318,4012,3083,944080,52,0
Shell,23566,16349,4228,2989,1828,578212,240,0
Python,21150,16203,2664,2283,3154,688266,86,0
HTML,6161,5492,0,669,0,245751,5,0
Happy,5666,4974,0,692,0,119478,9,0
LEX,2546,1938,305,303,0,58744,8,0
BASH,2313,1661,341,311,245,54178,52,0
C++,2202,1917,62,223,310,53118,7,0
AWK,2107,1707,197,203,546,52391,12,0
License,1421,1171,0,250,0,75209,6,0
Markdown,1297,1077,0,220,0,65732,1,0
TeX,1015,904,3,108,96,50901,1,0
Bazel,771,477,134,160,8,24143,2,0
Unreal Script,694,422,169,103,23,17261,5,0
LD Script,607,477,72,58,0,11906,20,0
Objective C++,244,189,0,55,8,10878,1,0
Gherkin Specification,234,157,49,28,0,7710,1,0
DOT,215,178,7,30,0,9931,8,0
Autoconf,182,136,17,29,6,10943,7,0
CSV,170,169,0,1,0,10001,4,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,100,87,0,13,0,3492,5,0
CSS,89,44,27,18,0,2258,1,0
HEX,86,86,0,0,0,4119,1,0
Snakemake,78,49,16,13,0,2827,2,0
Vim Script,42,27,12,3,5,1355,1,0
sed,12,5,5,2,0,379,1,0
Module-Definition,8,8,0,0,1,147,1,0
