Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,11610951,8379372,1625340,1606239,1230471,315886135,17161,0
JSON,8919011,8919011,0,0,0,2137976879,1,0
C Header,2594674,1714989,557045,322640,29725,86919178,14223,0
Assembly,348068,261023,51356,35689,3395,8831819,1257,0
Plain Text,260552,201598,0,58954,0,9843210,1257,0
Intel HEX,111493,111481,0,12,0,4897895,112,0
Device Tree,78757,61316,8736,8705,0,1906813,391,0
XML,46901,43569,309,3023,0,1673084,151,0
Makefile,38712,25236,6931,6545,282,1211026,1582,0
Go Template,23179,20917,0,2262,0,797759,30,0
Perl,21690,16814,2337,2539,2085,563645,40,0
HEX,17207,17135,0,72,0,842018,26,0
Shell,6701,4348,1652,701,461,181176,73,0
Happy,4124,3610,0,514,0,85104,7,0
Python,3726,2889,314,523,431,115069,22,0
LEX,1961,1473,258,230,0,44618,7,0
C++,1789,1598,42,149,270,44390,1,0
License,1421,1176,0,245,0,75214,6,0
SVG,1389,1387,2,0,0,65830,5,0
TeX,1022,911,3,108,96,51371,1,0
AWK,897,714,94,89,221,22130,8,0
BASH,669,508,95,66,56,15404,35,0
LD Script,609,494,59,56,0,13083,17,0
Bazel,467,283,91,93,8,15003,1,0
HTML,436,378,0,58,0,16246,2,0
Scala,281,218,0,63,20,12158,1,0
Unreal Script,247,129,77,41,7,6143,2,0
Objective C++,244,189,0,55,8,10878,1,0
Autoconf,198,162,9,27,5,4245,6,0
ASP,170,137,0,33,9,4528,1,0
DOT,133,99,7,27,0,4873,4,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,110,97,0,13,0,3937,6,0
Vim Script,42,27,12,3,5,1355,1,0
sed,33,30,3,0,30,2073,1,0
Snakemake,26,14,6,6,0,1046,1,0
Module-Definition,7,7,0,0,1,128,1,0
