Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,22925790,17036695,2593318,3295777,2281653,626701188,32451,0
JSON,9316030,9316028,0,2,0,2156764258,683,0
C Header,9171976,7087194,1375754,709028,49605,575328536,23727,0
Device Tree,1377151,1128024,72363,176764,25,32311230,4734,0
ReStructuredText,683869,518782,0,165087,0,25608911,3340,0
Assembly,384244,287889,53456,42899,3481,9769242,1337,0
YAML,379983,299470,16130,64383,0,9823357,3488,0
Shell,159361,112984,19873,26504,8586,4150961,844,0
Plain Text,154833,126575,0,28258,0,5171078,1854,0
Makefile,73908,50718,12060,11130,427,2446012,2817,0
Python,61708,48420,5998,7290,8059,2310243,184,0
Perl,50265,41251,3868,5146,3037,1305061,67,0
SVG,49438,48177,1171,90,0,2576739,74,0
Rust,17057,7717,8079,1261,698,582113,55,0
Happy,6111,5401,0,710,0,128378,10,0
LEX,2935,2253,309,373,0,69016,10,0
C++,2474,2125,79,270,325,57820,10,0
AWK,2371,1841,230,300,573,57007,15,0
BASH,2272,1584,335,353,225,53240,58,0
CSV,728,654,0,74,0,39941,10,0
Unreal Script,715,446,162,107,24,17719,5,0
Bazel,690,394,143,153,6,22063,2,0
DOT,669,588,23,58,0,34583,18,0
License,406,327,0,79,0,20623,4,0
LD Script,389,300,30,59,0,6990,9,0
Autoconf,372,322,23,27,5,17975,5,0
Gherkin Specification,290,198,58,34,0,9606,1,0
CSS,237,136,60,41,0,5696,3,0
TeX,236,156,74,6,0,9654,1,0
Extensible Stylesheet Language Transformations,200,174,0,26,0,6984,10,0
Systemd,167,142,0,25,0,5530,3,0
Module-Definition,128,113,0,15,4,5024,2,0
C++ Header,125,59,55,11,2,3859,2,0
MATLAB,89,35,37,17,3,2482,1,0
HEX,86,86,0,0,0,4119,1,0
Snakemake,77,51,13,13,0,2742,3,0
Vim Script,42,27,12,3,5,1355,1,0
Markdown,33,25,0,8,0,1472,1,0
Ruby,29,25,0,4,1,816,1,0
HTML,16,11,4,1,0,646,1,0
TOML,12,2,9,1,0,369,1,0
sed,12,5,5,2,0,379,1,0
INI,7,3,3,1,0,288,1,0
