Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,19845740,14628945,2353540,2863255,2017447,537605682,28971,0
JSON,9093883,9093883,0,0,0,2145352354,329,0
C Header,6056717,4466543,1008987,581187,43454,298239717,21112,0
Device Tree,900862,735380,54238,111244,3,21308503,3351,0
ReStructuredText,548853,417138,0,131715,0,19968621,2621,0
Assembly,372904,278779,53015,41110,3488,9461303,1299,0
Plain Text,239576,197377,0,42199,0,7784327,3230,0
YAML,91214,71209,4309,15696,0,2346450,922,0
Shell,86197,60814,10920,14463,4626,2170405,558,0
Makefile,64674,43904,10957,9813,409,2100043,2587,0
Perl,45721,36776,4003,4942,3232,1190364,60,0
SVG,39038,37555,1405,78,0,2067250,59,0
Python,37294,28804,3879,4611,5623,1217727,121,0
Happy,5750,5061,0,689,0,119794,9,0
LEX,2772,2122,304,346,0,62887,9,0
BASH,2355,1724,327,304,261,54355,55,0
C++,2313,2016,68,229,317,55336,8,0
AWK,1880,1500,187,193,476,46435,12,0
License,746,608,0,138,0,38610,5,0
Unreal Script,716,446,162,108,24,17732,5,0
Bazel,691,413,135,143,8,21719,2,0
DOT,620,538,23,59,0,32031,15,0
LD Script,412,317,48,47,0,8042,15,0
Autoconf,347,303,20,24,5,17261,6,0
Extensible Stylesheet Language Transformations,300,261,0,39,0,10476,15,0
Gherkin Specification,252,174,50,28,0,8328,1,0
CSV,204,203,0,1,0,11190,6,0
CSS,137,80,29,28,0,3085,1,0
C++ Header,125,59,55,11,2,3859,2,0
Module-Definition,124,109,0,15,4,4852,2,0
Systemd,91,77,0,14,0,2934,2,0
HEX,86,86,0,0,0,4119,1,0
Snakemake,76,50,13,13,0,2717,3,0
Vim Script,42,27,12,3,5,1355,1,0
Ruby,29,25,0,4,1,816,1,0
sed,12,5,5,2,0,379,1,0
INI,7,3,3,1,0,288,1,0
