Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,13107308,9475724,1798901,1832683,1393188,356131802,19264,0
JSON,8919011,8919011,0,0,0,2137976879,1,0
C Header,3039399,2032123,642008,365268,34154,101337991,15905,0
Assembly,383379,287342,56662,39375,3628,9751339,1366,0
Plain Text,302267,235080,0,67187,0,11236400,1895,0
Device Tree,157016,124993,13982,18041,0,3765176,800,0
Intel HEX,106650,106639,0,11,0,4685001,109,0
XML,50064,46562,308,3194,0,1801766,156,0
Makefile,43608,29013,7379,7216,322,1365965,1784,0
Go Template,25115,22837,0,2278,0,897888,30,0
Perl,23512,18836,2195,2481,1897,619201,39,0
HEX,16558,16487,0,71,0,823735,25,0
Shell,7949,5227,1861,861,561,210684,82,0
Happy,4471,3913,0,558,0,92280,7,0
Python,4335,3290,425,620,501,135291,25,0
LEX,2088,1576,259,253,0,47850,7,0
C++,1790,1599,42,149,270,44410,1,0
License,1421,1176,0,245,0,75214,6,0
SVG,1389,1387,2,0,0,65830,5,0
LaTeX,1022,911,3,108,0,51371,1,0
BASH,949,714,119,116,96,22249,37,0
AWK,899,716,94,89,221,22226,8,0
LD Script,544,430,58,56,0,10574,16,0
Bazel,479,290,93,96,8,15491,1,0
HTML,436,378,0,58,0,16247,2,0
Unreal Script,410,209,139,62,11,10556,4,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10878,1,0
Autoconf,198,162,9,27,5,4245,6,0
ASP,170,137,0,33,9,4528,1,0
DOT,133,99,7,27,0,4873,4,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,110,97,0,13,0,3937,6,0
Vim Script,42,27,12,3,5,1355,1,0
sed,33,30,3,0,30,2073,1,0
Snakemake,26,14,6,6,0,1094,1,0
Module-Definition,8,8,0,0,1,147,1,0
