Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JSON,8919011,8919011,0,0,0,2137976879,1,0
C,6708179,4786567,993813,927799,744664,181722567,10255,0
C Header,1579623,1059945,320662,199016,20366,53853087,9563,0
Assembly,295494,226902,38443,30149,2900,7501460,994,0
Plain Text,172863,131995,0,40868,0,6543305,700,0
Device Tree,25760,21336,1801,2623,0,628319,79,0
Makefile,24919,15152,5221,4546,148,764171,1015,0
Go Template,22875,20465,0,2410,0,779979,28,0
HEX,17207,17135,0,72,0,842018,26,0
Intel HEX,10294,10288,0,6,0,451496,24,0
Perl,8653,6431,1182,1040,1046,232540,18,0
Shell,4254,2676,1184,394,290,115665,48,0
Happy,3674,3237,0,437,0,76608,5,0
LEX,1868,1396,253,219,0,40834,5,0
C++,1759,1567,43,149,271,43178,1,0
LaTeX,1022,911,3,108,0,51371,1,0
Unreal Script,927,517,240,170,8,20822,4,0
LD Script,545,447,54,44,0,11151,13,0
Python,475,335,72,68,87,11852,4,0
HTML,425,367,0,58,0,15879,2,0
License,402,332,0,70,0,20823,3,0
Bazel,373,212,78,83,5,11330,1,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10879,1,0
ASP,169,136,0,33,9,4526,1,0
C++ Header,125,59,55,11,2,3859,2,0
AWK,119,96,9,14,13,3378,2,0
Autoconf,117,91,9,17,2,2541,4,0
BASH,58,32,19,7,8,1319,2,0
Snakemake,32,20,6,6,0,1258,1,0
Extensible Stylesheet Language Transformations,8,8,0,0,0,361,1,0
