Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1177715,942218,96446,139051,163170,44039686,2597,0
C Header,191385,122940,51425,17020,2412,8163356,930,0
Assembly,118995,100498,9281,9216,1219,3847298,269,0
Makefile,13926,11071,221,2634,3,749900,139,0
Shell,9107,8042,409,656,888,302075,23,0
Plain Text,2708,2187,0,521,0,109219,16,0
C++,2402,1961,137,304,532,84491,3,0
Objective C,1779,1352,117,310,263,65959,2,0
Perl,1592,1059,282,251,164,48223,7,0
Cuda,588,448,79,61,35,23782,3,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,379,337,0,42,0,20608,1,0
CSS,193,140,26,27,0,118301,3,0
Markdown,187,148,0,39,0,7172,4,0
AWK,64,53,5,6,23,1792,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,59,59,0,0,0,738,9,0
Python,59,49,2,8,13,1743,2,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,531,1,0
