Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,946818,756726,82064,108028,130439,35372409,2100,0
C Header,169859,111649,43923,14287,2219,7314789,805,0
Assembly,90574,75817,7628,7129,852,2815128,215,0
Makefile,10083,8099,132,1852,3,521634,114,0
Shell,8205,7234,324,647,835,260992,21,0
Plain Text,2532,2035,0,497,0,101492,14,0
C++,1872,1423,183,266,253,59127,5,0
Perl,1592,1059,282,251,164,48234,7,0
Objective C,1411,1040,97,274,209,49264,2,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,356,315,0,41,0,19203,1,0
CSS,193,140,26,27,0,118301,3,0
Markdown,180,144,0,36,0,6476,3,0
Python,59,49,2,8,13,1743,2,0
HTML,53,44,5,4,0,1631,1,0
Coq,52,52,0,0,1,1242,9,0
YAML,26,26,0,0,0,474,1,0
