Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1365100,1091023,110216,163861,186064,51406856,3006,0
C Header,199485,122758,58816,17911,2546,8499414,1085,0
Assembly,129102,108125,10051,10926,1410,4261469,303,0
Makefile,15538,12280,416,2842,4,866788,151,0
Shell,9736,8614,415,707,975,327866,23,0
Objective C,2734,2093,214,427,396,104791,5,0
Plain Text,2712,2191,0,521,0,109274,16,0
C++,2692,2206,143,343,647,96547,3,0
Cuda,2125,1593,224,308,73,63266,7,0
Perl,1655,1118,284,253,180,50424,7,0
Markdown,1395,1152,0,243,0,44650,7,0
Python,793,575,99,119,130,32831,6,0
Windows Resource-Definition Script,442,242,176,24,0,16353,9,0
XML Schema,389,344,0,45,0,20881,1,0
CSS,193,140,26,27,0,118301,3,0
AWK,67,56,5,6,28,1912,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,56,56,0,0,0,729,8,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,531,1,0
