Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,886501,707932,78042,100527,121696,33159000,1965,0
C Header,164154,108299,42252,13603,1783,7102627,771,0
Assembly,82461,69052,6933,6476,791,2541964,195,0
Makefile,9603,7678,131,1794,3,491797,108,0
Shell,7814,6892,298,624,782,247300,20,0
Plain Text,2509,2018,0,491,0,100974,14,0
C++,2322,1783,214,325,323,72999,6,0
Objective C,1411,1040,97,274,209,49264,2,0
Perl,1240,887,162,191,113,37910,6,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,356,315,0,41,0,19203,1,0
CSS,193,140,26,27,0,118301,3,0
Markdown,172,138,0,34,0,6182,3,0
Python,59,49,2,8,13,1743,2,0
BASH,58,43,4,11,7,2618,1,0
Coq,55,55,0,0,1,1335,9,0
HTML,55,44,5,6,0,1616,1,0
