Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1282920,1024245,104425,154250,179004,48104222,2808,0
C Header,188719,118558,53420,16741,2423,8053222,978,0
Assembly,122500,102807,9572,10121,1240,3934492,279,0
Makefile,14981,11900,284,2797,4,823136,140,0
Shell,9407,8328,400,679,919,314273,22,0
C++,2934,2401,164,369,658,104743,4,0
Plain Text,2707,2187,0,520,0,109132,16,0
Objective C,2191,1669,170,352,353,85749,3,0
Cuda,1667,1320,100,247,32,45874,4,0
Perl,1635,1100,283,252,172,49745,7,0
Markdown,1072,868,0,204,0,34613,7,0
Python,793,575,99,119,130,32831,6,0
Windows Resource-Definition Script,440,240,176,24,0,16301,8,0
XML Schema,385,340,0,45,0,20631,1,0
CSS,193,140,26,27,0,118301,3,0
AWK,64,53,5,6,23,1792,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,56,56,0,0,0,729,8,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,531,1,0
