Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,922819,737519,80589,104711,126463,34548445,2056,0
C Header,166622,110006,42741,13875,2094,7192714,789,0
Assembly,90030,75458,7546,7026,860,2796829,211,0
Makefile,9926,7962,128,1836,3,511527,111,0
Shell,8033,7073,318,642,816,255956,21,0
Plain Text,2508,2017,0,491,0,101021,14,0
C++,2319,1780,214,325,323,72918,6,0
Perl,1592,1059,282,251,164,48234,7,0
Objective C,1411,1040,97,274,209,49264,2,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,356,315,0,41,0,19203,1,0
CSS,193,140,26,27,0,118301,3,0
Markdown,180,144,0,36,0,6485,3,0
Python,59,49,2,8,13,1743,2,0
BASH,58,43,4,11,7,2618,1,0
HTML,55,44,5,6,0,1616,1,0
Coq,52,52,0,0,1,1242,9,0
YAML,26,26,0,0,0,474,1,0
