Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1238956,990682,100935,147339,171667,46321345,2712,0
C Header,194606,124860,52581,17165,2402,8304438,954,0
Assembly,121005,101941,9609,9455,1226,3911026,282,0
Makefile,14527,11546,248,2733,4,786409,143,0
Shell,9307,8236,410,661,916,310847,23,0
Plain Text,2708,2188,0,520,0,109184,16,0
C++,2699,2209,158,332,575,95760,4,0
Objective C,1916,1473,125,318,304,71795,2,0
Perl,1592,1059,282,251,164,48223,7,0
Cuda,642,474,98,70,37,25556,4,0
Python,600,434,71,95,90,24184,5,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,394,349,0,45,0,21233,1,0
Markdown,196,155,0,41,0,7180,4,0
CSS,193,140,26,27,0,118301,3,0
AWK,64,53,5,6,23,1792,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,59,59,0,0,0,738,9,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,531,1,0
